order_id,product_id,add_to_cart_order,reordered
18311,535,9,0
18321,388,1,1
18321,105,2,1
18321,266,3,1
18321,436,4,1
18321,35,5,1
18321,540,6,1
18321,120,7,1
18321,434,8,1
18335,569,1,1
18335,211,2,1
18335,782,3,1
18335,2,4,1
18335,511,5,1
18342,540,1,1
18342,804,2,1
18342,543,3,1
18342,221,4,1
18342,330,5,1
18342,631,6,1
18342,15,7,1
18342,486,8,0
18342,594,9,0
18354,943,1,1
18354,625,2,1
18354,434,3,1
18354,535,4,1
18354,120,5,1
18373,951,1,1
18373,833,2,1
18373,177,3,1
18373,120,4,1
18373,422,5,1
18373,782,6,1
18373,308,7,1
18373,755,8,1
18373,969,9,1
18373,992,10,0
18373,323,11,0
18386,293,1,1
18386,489,2,1
18386,540,3,1
18386,120,4,1
18386,932,5,1
18386,969,6,1
18386,197,7,0
18402,656,1,1
18402,969,2,1
18402,821,3,1
18402,430,4,0
18413,540,1,1
18413,803,2,1
18413,405,3,1
18413,683,4,1
18413,177,5,1
18413,120,6,1
18413,525,7,0
18413,486,8,0
18413,744,9,0
18413,881,10,0
18413,969,11,1
18413,67,12,0
18413,579,13,0
18413,490,14,0
18413,309,15,0
18413,227,16,0
18428,943,1,1
18428,716,2,1
18428,255,3,1
18428,755,4,1
18428,131,5,1
18428,10,6,1
18428,540,7,1
18428,338,8,0
18444,871,1,1
18444,569,2,1
18444,155,3,1
18444,177,4,1
18444,120,5,1
18444,860,6,1
18444,331,7,0
18444,492,8,0
18455,239,1,1
18455,315,2,0
18455,540,3,1
18455,743,4,1
18455,120,5,1
18469,569,1,1
18469,331,2,1
18469,594,3,1
18469,485,4,1
18469,505,5,1
18469,231,6,1
18469,822,7,1
18469,120,8,1
18469,830,9,0
18469,369,10,0
18484,261,1,1
18484,776,2,1
18484,316,3,1
18484,540,4,1
18484,594,5,1
18484,250,6,0
18495,120,1,1
18495,73,2,1
18495,505,3,1
18495,782,4,1
18495,569,5,1
18495,969,6,1
18495,239,7,1
18495,500,8,1
18495,486,9,0
18495,465,10,0
18495,950,11,0
18495,101,12,0
18510,209,1,1
18510,412,2,1
18510,773,3,1
18510,74,4,1
18510,131,5,1
18510,540,6,1
18528,969,1,1
18528,62,2,1
18528,569,3,1
18528,464,4,1
18528,294,5,0
18528,625,6,0
18542,969,1,1
18542,591,2,1
18542,243,3,1
18542,537,4,1
18542,535,5,1
18542,879,6,1
18542,338,7,1
18542,762,8,0
18552,540,1,1
18552,891,2,1
18552,99,3,1
18552,612,4,1
18552,120,5,1
18560,943,1,1
18560,93,2,1
18560,331,3,1
18560,569,4,1
18560,278,5,1
18560,755,6,0
18560,389,7,0
18574,120,1,1
18574,860,2,1
18574,608,3,1
18574,468,4,1
18574,944,5,1
18574,200,6,1
18574,969,7,1
18574,863,8,1
18574,594,9,1
18574,331,10,1
18574,320,11,0
18574,357,12,0
18574,145,13,0
18574,505,14,1
18588,969,1,1
18588,940,2,1
18588,265,3,1
18588,400,4,1
18588,48,5,1
18588,983,6,1
18588,989,7,0
18588,905,8,0
18588,120,9,1
18604,594,1,1
18604,755,2,1
18604,957,3,1
18604,206,4,1
18604,186,5,1
18604,321,6,1
18604,969,7,1
18604,203,8,0
18624,400,1,1
18624,823,2,1
18624,630,3,1
18624,605,4,1
18624,530,5,1
18624,540,6,1
18624,989,7,0
18624,64,8,0
18624,331,9,0
18632,540,1,1
18632,902,2,1
18632,412,3,1
18632,236,4,1
18632,331,5,1
18632,73,6,1
18632,177,7,1
18632,120,8,1
18640,150,1,1
18640,239,2,1
18640,532,3,1
18640,120,4,1
18640,891,5,1
18640,231,6,1
18640,218,7,1
18640,970,8,0
18640,115,9,0
18640,296,10,0
18649,350,1,1
18649,714,2,1
18649,73,3,1
18649,535,4,1
18649,640,5,1
18649,87,6,1
18649,540,7,1
18649,594,8,0
18666,859,1,1
18666,461,2,1
18666,625,3,1
18666,969,4,1
18666,540,5,1
18666,813,6,0
18666,120,7,1
18676,540,1,1
18676,594,2,1
18676,321,3,1
18676,73,4,1
18676,177,5,0
18694,158,1,1
18694,204,2,1
18694,120,3,1
18694,539,4,1
18694,769,5,1
18694,540,6,1
18694,373,7,0
18694,232,8,0
18698,540,1,1
18698,681,2,1
18698,829,3,1
18698,262,4,1
18698,331,5,1
18698,177,6,0
18698,120,7,1
18698,569,8,1
18698,245,9,0
18709,776,1,1
18709,461,2,1
18709,904,3,1
18709,490,4,1
18709,384,5,1
18709,120,6,1
18709,255,7,0
18719,62,1,1
18719,854,2,1
18719,569,3,1
18719,413,4,0
18727,694,1,1
18727,142,2,1
18727,177,3,1
18727,776,4,1
18727,710,5,1
18727,833,6,1
18727,86,7,0
18727,405,8,0
18737,281,1,1
18737,912,2,1
18737,120,3,1
18737,941,4,1
18737,177,5,1
18737,976,6,1
18737,255,7,1
18737,798,8,1
18737,412,9,1
18737,540,10,1
18737,782,11,1
18737,755,12,0
18737,555,13,0
18737,331,14,0
18737,601,15,0
18747,943,1,1
18747,535,2,1
18747,16,3,1
18747,434,4,1
18747,540,5,1
18747,824,6,0
18747,913,7,0
18756,594,1,1
18756,433,2,1
18756,976,3,1
18756,755,4,1
18756,236,5,1
18756,142,6,1
18756,951,7,0
18756,249,8,0
18756,983,9,0
18770,859,1,1
18770,177,2,1
18770,227,3,1
18770,553,4,1
18770,145,5,1
18770,120,6,1
18778,896,1,1
18778,563,2,1
18778,569,3,1
18778,120,4,1
18778,177,5,1
18778,755,6,0
18794,724,1,1
18794,820,2,1
18794,516,3,1
18794,540,4,1
18794,67,5,1
18794,776,6,0
18794,719,7,1
18802,255,1,1
18802,20,2,1
18802,269,3,1
18802,133,4,1
18802,120,5,1
18802,16,6,1
18802,863,7,0
18802,540,8,1
18812,804,1,1
18812,58,2,1
18812,671,3,1
18812,203,4,1
18812,331,5,1
18812,120,6,1
18830,114,1,1
18842,540,1,1
18842,512,2,1
18842,486,3,1
18842,729,4,1
18842,177,5,1
18842,505,6,1
18842,569,7,0
18842,120,8,1
18842,969,9,1
18848,177,1,1
18848,331,2,1
18848,120,3,1
18848,540,4,1
18848,951,5,1
18848,691,6,0
18848,131,7,0
18860,532,1,1
18860,594,2,1
18860,970,3,1
18860,734,4,1
18860,736,5,0
18860,350,6,1
18867,468,1,0
18867,145,2,1
18867,716,3,1
18867,765,4,1
18867,540,5,1
18867,594,6,1
18886,166,1,1
18886,2,2,1
18886,936,3,1
18886,489,4,1
18886,62,5,0
18886,288,6,0
18898,256,1,1
18898,376,2,1
18898,2,3,1
18898,535,4,1
18898,405,5,1
18898,436,6,1
18898,505,7,1
18898,120,8,1
18898,969,9,0
18898,540,10,1
18898,863,11,0
18898,492,12,0
18912,836,1,1
18912,93,2,1
18912,177,3,1
18912,145,4,1
18912,569,5,1
18912,486,6,0
18923,532,1,1
18923,31,2,1
18923,331,3,1
18923,617,4,1
18923,350,5,0
18930,490,1,1
18930,588,2,1
18930,35,3,1
18930,822,4,1
18930,120,5,1
18930,623,6,1
18930,350,7,0
18930,540,8,1
18939,131,1,1
18939,9,2,1
18939,877,3,1
18939,331,4,0
18951,123,1,1
18951,528,2,1
18951,535,3,1
18951,842,4,1
18951,743,5,1
18951,983,6,1
18951,540,7,1
18951,969,8,1
18951,832,9,0
18951,776,10,0
18962,871,1,1
18962,863,2,1
18962,540,3,1
18962,376,4,1
18962,120,5,1
18962,880,6,1
18962,957,7,1
18962,413,8,1
18962,229,9,0
18962,15,10,0
18962,186,11,0
18973,540,1,1
18973,569,2,1
18973,976,3,1
18973,35,4,1
18973,486,5,1
18973,41,6,1
18973,22,7,0
18973,73,8,1
18991,816,1,1
18991,995,2,1
18991,120,3,1
18991,464,4,1
18991,670,5,1
18991,625,6,1
18991,530,7,0
18991,145,8,0
18991,434,9,0
19000,816,1,1
19000,628,2,1
19000,120,3,1
19000,299,4,1
19000,969,5,1
19000,142,6,1
19000,555,7,0
19010,975,1,1
19010,637,2,1
19010,468,3,1
19010,120,4,1
19010,891,5,1
19010,983,6,1
19010,712,7,0
19027,468,1,1
19027,158,2,1
19027,639,3,1
19027,569,4,1
19027,499,5,1
19027,532,6,1
19027,961,7,1
19027,342,8,1
19027,540,9,1
19027,120,10,1
19027,969,11,1
19027,278,12,0
19027,627,13,0
19037,627,1,1
19037,782,2,1
19037,385,3,1
19037,120,4,1
19048,532,1,1
19048,120,2,1
19048,969,3,1
19048,505,4,1
19048,131,5,1
19048,69,6,0
19048,367,7,0
19048,877,8,0
19048,594,9,0
19048,569,10,0
19063,565,1,1
19063,530,2,1
19063,74,3,1
19063,468,4,1
19063,969,5,1
19063,369,6,1
19063,120,7,1
19063,505,8,0
19074,145,1,1
19074,303,2,1
19074,265,3,1
19074,278,4,1
19074,969,5,1
19074,177,6,1
19074,540,7,1
19092,724,1,1
19092,58,2,1
19092,415,3,1
19092,599,4,1
19092,350,5,0
19092,106,6,0
19102,120,1,1
19102,969,2,1
19102,540,3,1
19102,67,4,1
19102,594,5,1
19102,843,6,1
19102,145,7,0
19114,120,1,1
19114,540,2,1
19114,957,3,1
19114,196,4,1
19114,177,5,1
19114,541,6,1
19114,510,7,0
19130,594,1,1
19130,120,2,1
19130,782,3,1
19130,552,4,1
19130,143,5,1
19130,969,6,1
19130,540,7,1
19130,895,8,1
19130,177,9,0
19130,401,10,0
19139,710,1,1
19139,625,2,1
19139,731,3,1
19139,145,4,0
19139,226,5,1
19139,170,6,0
19139,688,7,0
19153,320,1,1
19153,523,2,1
19153,711,3,1
19153,120,4,1
19153,341,5,1
19153,898,6,1
19153,863,7,1
19153,492,8,0
19153,871,9,1
19163,331,1,1
19163,262,2,1
19163,925,3,1
19163,20,4,1
19163,120,5,1
19163,412,6,0
19163,131,7,0
19177,128,1,1
19177,486,2,1
19177,468,3,1
19177,627,4,1
19177,218,5,1
19177,177,6,1
19177,320,7,1
19177,532,8,1
19177,682,9,0
19177,227,10,0
19189,320,1,1
19189,913,2,1
19189,120,3,1
19189,790,4,1
19189,594,5,1
19189,569,6,1
19189,177,7,1
19189,540,8,1
19189,667,9,0
19205,468,1,1
19205,540,2,1
19205,804,3,1
19205,969,4,1
19205,120,5,1
19205,772,6,1
19205,532,7,1
19214,532,1,1
19214,329,2,1
19214,594,3,1
19214,10,4,1
19214,999,5,0
19230,532,1,1
19230,120,2,1
19230,115,3,1
19230,969,4,1
19230,871,5,1
19230,569,6,0
19230,203,7,0
19245,983,1,1
19245,535,2,1
19245,73,3,1
19245,85,4,1
19245,998,5,1
19245,120,6,1
19245,331,7,0
19252,969,1,1
19252,492,2,1
19252,341,3,1
19252,833,4,1
19252,270,5,1
19252,253,6,1
19252,50,7,0
19252,532,8,0
19252,6,9,0
19263,823,1,1
19263,637,2,1
19263,177,3,1
19263,477,4,1
19263,492,5,1
19263,594,6,1
19277,418,1,1
19277,290,2,1
19277,120,3,1
19277,9,4,1
19277,2,5,1
19277,67,6,1
19277,969,7,1
19277,143,8,0
19293,993,1,1
19293,612,2,1
19293,755,3,1
19293,967,4,1
19293,396,5,1
19293,338,6,1
19293,93,7,0
19293,540,8,1
19306,262,1,1
19306,540,2,1
19306,594,3,1
19306,755,4,1
19306,120,5,1
19306,494,6,1
19306,569,7,1
19306,87,8,0
19306,902,9,0
19316,755,1,1
19316,436,2,1
19316,519,3,1
19316,969,4,1
19324,120,1,1
19324,693,2,1
19324,30,3,1
19324,177,4,1
19324,279,5,1
19324,331,6,1
19324,804,7,0
19324,36,8,0
19336,522,1,1
19336,112,2,1
19336,28,3,1
19336,994,4,1
19336,848,5,1
19336,35,6,1
19336,540,7,1
19336,120,8,1
19350,22,1,1
19350,539,2,1
19350,839,3,1
19350,569,4,1
19350,579,5,1
19350,15,6,1
19350,540,7,1
19350,976,8,0
19364,203,1,1
19364,619,2,1
19364,775,3,1
19364,707,4,1
19364,177,5,1
19364,969,6,1
19364,569,7,1
19364,155,8,0
19364,540,9,1
19364,782,10,0
19383,385,1,1
19383,206,2,0
19392,969,1,1
19392,734,2,1
19392,530,3,1
19392,281,4,0
19392,74,5,1
19392,540,6,0
19392,594,7,1
19407,776,1,1
19407,120,2,1
19407,540,3,1
19407,653,4,1
19407,106,5,1
19407,917,6,1
19407,950,7,1
19407,430,8,0
19407,594,9,1
19407,177,10,0
19420,957,1,1
19420,306,2,1
19420,116,3,1
19420,555,4,1
19420,389,5,0
19420,532,6,0
19430,342,1,1
19430,178,2,1
19430,902,3,1
19430,120,4,1
19430,891,5,1
19430,969,6,1
19430,706,7,0
19430,110,8,0
19433,540,1,1
19433,755,2,0
19433,781,3,1
19433,758,4,1
19433,543,5,0
19444,909,1,1
19444,27,2,1
19444,535,3,1
19444,540,4,1
19444,625,5,1
19444,776,6,0
19460,941,1,1
19460,178,2,1
19460,858,3,1
19460,594,4,1
19460,62,5,1
19460,142,6,1
19460,685,7,1
19460,120,8,1
19460,183,9,0
19460,540,10,1
19472,120,1,1
19472,356,2,1
19472,569,3,1
19472,373,4,1
19472,426,5,1
19472,131,6,1
19472,331,7,0
19488,177,1,1
19488,465,2,1
19488,206,3,1
19488,645,4,1
19488,569,5,1
19488,532,6,1
19488,262,7,1
19488,131,8,0
19488,142,9,1
19488,782,10,1
19503,532,1,1
19503,194,2,1
19503,969,3,1
19503,534,4,1
19503,120,5,1
19503,490,6,1
19503,350,7,0
19503,145,8,0
19509,601,1,1
19509,177,2,1
19509,344,3,1
19509,863,4,1
19509,240,5,0
19509,357,6,0
19515,142,1,1
19515,120,2,1
19515,329,3,0
19515,994,4,0
19515,833,5,1
19515,350,6,1
19515,446,7,0
19523,969,1,1
19523,239,2,1
19523,206,3,1
19523,569,4,1
19523,260,5,1
19523,78,6,1
19523,142,7,0
19523,662,8,0
19533,290,1,1
19533,956,2,1
19533,790,3,1
19533,572,4,1
19533,594,5,1
19533,230,6,1
19533,863,7,1
19533,516,8,0
19533,772,9,0
19533,35,10,0
19540,976,1,1
19540,130,2,0
19554,871,1,1
19554,583,2,1
19554,547,3,1
19554,969,4,1
19554,625,5,0
19569,93,1,1
19569,490,2,1
19569,468,3,1
19569,627,4,1
19569,863,5,1
19583,331,1,1
19583,246,2,1
19583,911,3,0
19583,177,4,1
19583,909,5,1
19583,120,6,1
19583,209,7,0
19589,601,1,1
19589,337,2,1
19589,532,3,1
19589,165,4,1
19589,480,5,0
19605,219,1,1
19605,871,2,1
19605,868,3,1
19605,588,4,1
19605,201,5,1
19605,68,6,1
19605,594,7,1
19605,969,8,1
19605,168,9,0
19616,772,1,0
19616,878,2,1
19616,288,3,1
19616,655,4,1
19616,782,5,1
19616,150,6,0
19616,969,7,1
19627,403,1,1
19627,320,2,1
19627,594,3,0
19638,483,1,1
19638,434,2,1
19638,232,3,1
19638,823,4,1
19638,142,5,1
19638,931,6,1
19638,830,7,0
19638,569,8,1
19647,186,1,1
19647,969,2,1
19647,985,3,1
19647,532,4,1
19647,89,5,1
19647,994,6,0
19668,619,1,1
19668,145,2,1
19668,486,3,1
19668,791,4,1
19668,73,5,1
19668,863,6,1
19668,505,7,0
19668,120,8,1
19682,765,1,1
19682,486,2,1
19682,247,3,1
19682,863,4,1
19682,186,5,1
19682,120,6,1
19682,651,7,0
19682,969,8,1
19682,760,9,0
19692,824,1,1
19692,700,2,1
19692,526,3,1
19692,569,4,1
19692,71,5,1
19692,331,6,1
19692,486,7,1
19692,232,8,0
19692,656,9,0
19692,607,10,0
19699,120,1,1
19699,776,2,1
19699,370,3,1
19699,594,4,1
19699,204,5,1
19699,969,6,1
19699,461,7,0
19699,357,8,0
19713,540,1,1
19713,505,2,1
19713,120,3,1
19713,142,4,1
19713,833,5,1
19713,941,6,1
19713,860,7,0
19713,993,8,0
19727,911,1,1
19727,62,2,1
19727,871,3,1
19727,331,4,1
19727,367,5,1
19727,152,6,1
19727,120,7,1
19727,863,8,0
19727,78,9,0
19737,863,1,1
19737,320,2,1
19737,819,3,1
19737,329,4,1
19737,285,5,1
19737,532,6,1
19737,206,7,1
19737,342,8,0
19737,804,9,1
19742,969,1,1
19742,383,2,1
19742,755,3,1
19742,331,4,1
19742,998,5,0
19748,50,1,0
19748,350,2,1
19748,140,3,1
19748,594,4,1
19748,913,5,0
19748,698,6,1
19748,734,7,0
19748,120,8,1
19748,404,9,0
19748,59,10,0
19748,891,11,0
19767,913,1,1
19767,9,2,1
19767,486,3,1
19767,186,4,1
19767,762,5,1
19767,969,6,1
19767,773,7,0
19767,206,8,1
19781,607,1,1
19781,333,2,1
19781,142,3,1
19781,131,4,1
19781,56,5,1
19781,925,6,0
19781,969,7,1
19797,540,1,1
19797,860,2,1
19797,569,3,1
19797,969,4,1
19797,532,5,1
19797,409,6,1
19797,769,7,1
19797,738,8,0
19797,594,9,1
19808,626,1,1
19808,820,2,1
19808,255,3,1
19808,320,4,1
19808,401,5,1
19808,857,6,0
19808,964,7,0
19821,871,1,1
19821,772,2,1
19821,131,3,1
19821,177,4,1
19821,563,5,1
19821,468,6,1
19821,782,7,0
19821,120,8,1
19835,239,1,1
19835,755,2,1
19835,530,3,1
19835,120,4,1
19835,78,5,1
19835,787,6,1
19835,969,7,1
19835,367,8,1
19835,819,9,1
19835,282,10,0
19835,464,11,0
19835,131,12,0
19851,625,1,1
19851,6,2,1
19851,863,3,1
19851,747,4,1
19851,540,5,1
19851,588,6,1
19851,239,7,1
19851,4,8,1
19851,177,9,0
19851,967,10,0
19851,464,11,0
19860,450,1,1
19860,331,2,1
19860,669,3,0
19860,479,4,1
19860,120,5,1
19871,712,1,1
19871,16,2,1
19871,804,3,1
19871,793,4,1
19871,569,5,1
19871,600,6,0
19871,409,7,0
19888,930,1,1
19888,821,2,1
19888,272,3,1
19888,625,4,1
19888,891,5,0
19888,938,6,0
19895,808,1,1
19895,532,2,1
19895,530,3,0
19895,357,4,1
19895,822,5,0
19895,177,6,0
19895,588,7,1
19895,67,8,0
19895,535,9,0
19895,701,10,0
19895,120,11,1
19907,73,1,1
19907,357,2,1
19907,937,3,1
19907,214,4,1
19907,203,5,0
19915,206,1,1
19915,969,2,1
19915,331,3,1
19915,409,4,1
19915,569,5,1
19915,540,6,1
19915,893,7,1
19915,387,8,1
19915,145,9,1
19915,240,10,0
19915,97,11,0
19915,532,12,1
19931,969,1,1
19931,588,2,1
19931,569,3,1
19931,665,4,1
19931,120,5,1
19931,282,6,1
19931,177,7,1
19931,599,8,1
19931,724,9,0
19931,782,10,1
19931,367,11,0
19948,248,1,1
19948,468,2,1
19948,862,3,1
19948,27,4,1
19948,989,5,1
19948,547,6,1
19948,969,7,1
19948,716,8,0
19960,190,1,1
19960,701,2,1
19960,490,3,1
19960,969,4,1
19960,235,5,1
19960,120,6,1
19960,110,7,1
19960,913,8,0
19960,540,9,0
19969,863,1,1
19969,120,2,1
19969,350,3,0
19983,331,1,1
19983,602,2,1
19983,120,3,1
19983,319,4,1
19983,376,5,1
19983,734,6,1
19983,165,7,1
19983,540,8,1
19983,594,9,0
19983,891,10,1
19983,421,11,0
19997,120,1,1
19997,969,2,1
19997,477,3,1
19997,833,4,1
19997,540,5,1
19997,804,6,1
19997,927,7,0
20006,833,1,1
20006,354,2,1
20006,50,3,1
20006,377,4,1
20006,871,5,1
20006,30,6,1
20006,177,7,1
20006,120,8,1
20021,863,1,1
20021,177,2,1
20021,239,3,1
20021,842,4,1
20021,134,5,1
20021,532,6,1
20021,350,7,0
20021,311,8,0
20035,516,1,1
20035,594,2,1
20035,969,3,1
20035,863,4,1
20035,120,5,1
20035,113,6,1
20035,833,7,1
20035,486,8,1
20035,226,9,1
20035,149,10,0
20035,983,11,1
20035,526,12,0
20049,331,1,1
20049,219,2,1
20049,983,3,1
20049,577,4,0
20060,468,1,1
20060,342,2,1
20060,67,3,1
20060,990,4,1
20060,771,5,0
20060,804,6,1
20072,863,1,1
20072,569,2,1
20072,357,3,1
20072,969,4,1
20072,594,5,1
20072,833,6,1
20072,120,7,1
20072,415,8,0
20072,712,9,0
20088,782,1,1
20088,177,2,1
20088,203,3,1
20088,120,4,1
20088,540,5,1
20088,569,6,1
20088,790,7,0
20098,924,1,1
20098,969,2,1
20098,859,3,1
20098,366,4,1
20098,331,5,1
20108,344,1,1
20108,667,2,1
20108,150,3,1
20108,755,4,1
20108,273,5,1
20108,203,6,1
20108,805,7,1
20108,412,8,1
20108,367,9,0
20108,350,10,0
20122,226,1,1
20122,983,2,1
20122,145,3,1
20122,891,4,1
20122,540,5,1
20122,206,6,1
20122,120,7,1
20122,883,8,0
20134,969,1,1
20134,871,2,1
20134,177,3,1
20134,2,4,1
20134,486,5,1
20149,203,1,1
20149,594,2,1
20149,969,3,1
20149,922,4,1
20149,690,5,1
20149,131,6,1
20149,90,7,0
20149,772,8,0
20167,4,1,1
20167,540,2,1
20167,989,3,1
20167,120,4,1
20167,778,5,1
20167,612,6,1
20167,108,7,0
20175,822,1,1
20175,936,2,1
20175,378,3,1
20175,851,4,1
20175,625,5,0
20175,833,6,0
20187,947,1,1
20187,823,2,1
20187,710,3,1
20187,969,4,1
20187,247,5,1
20187,652,6,1
20187,804,7,1
20187,914,8,0
20187,120,9,1
20187,832,10,0
20197,569,1,1
20197,540,2,1
20197,863,3,0
20208,468,1,1
20208,145,2,1
20208,475,3,1
20208,120,4,1
20208,489,5,1
20208,833,6,1
20208,131,7,0
20224,532,1,0
20224,995,2,1
20224,969,3,1
20240,131,1,1
20240,690,2,1
20240,404,3,1
20240,782,4,1
20240,229,5,1
20240,235,6,1
20240,540,7,1
20240,369,8,0
20257,278,1,1
20257,331,2,1
20257,279,3,1
20257,150,4,1
20257,755,5,0
20257,540,6,1
20269,203,1,1
20269,532,2,1
20269,62,3,1
20269,145,4,1
20269,150,5,0
20269,289,6,0
20283,599,1,1
20283,211,2,1
20283,184,3,1
20283,540,4,1
20283,969,5,1
20295,473,1,1
20295,540,2,1
20295,822,3,1
20295,871,4,1
20295,804,5,1
20295,601,6,1
20295,18,7,1
20295,120,8,1
20295,260,9,0
20295,145,10,0
20309,217,1,1
20309,376,2,1
20309,535,3,1
20309,943,4,1
20309,594,5,1
20309,820,6,0
20319,468,1,1
20319,933,2,1
20319,505,3,1
20319,706,4,1
20319,203,5,0
20319,824,6,1
20319,162,7,1
20319,569,8,1
20319,274,9,0
20319,5,10,0
20319,967,11,0
20335,331,1,1
20335,657,2,1
20335,822,3,1
20335,434,4,1
20335,492,5,1
20335,31,6,1
20335,540,7,1
20335,120,8,1
20335,103,9,0
20351,145,1,1
20351,804,2,1
20351,421,3,1
20351,505,4,1
20351,733,5,1
20351,270,6,1
20351,120,7,1
20351,341,8,0
20363,782,1,1
20363,464,2,1
20363,120,3,1
20363,820,4,1
20363,376,5,1
20363,755,6,1
20363,163,7,1
20363,532,8,1
20363,540,9,1
20363,35,10,1
20363,131,11,0
20363,116,12,0
20363,479,13,0
20383,320,1,1
20383,755,2,1
20383,902,3,1
20383,177,4,1
20383,120,5,1
20383,540,6,1
20383,490,7,0
20393,782,1,1
20393,656,2,1
20393,407,3,1
20393,658,4,1
20393,486,5,1
20393,540,6,1
20393,186,7,0
20393,973,8,0
20393,627,9,0
20405,67,1,1
20405,569,2,1
20405,983,3,1
20405,465,4,1
20405,755,5,1
20405,540,6,1
20405,975,7,1
20405,744,8,0
20405,969,9,0
20405,617,10,0
20413,967,1,1
20413,145,2,1
20413,699,3,1
20413,594,4,1
20413,226,5,0
20422,303,1,1
20422,490,2,1
20422,260,3,1
20422,969,4,1
20422,851,5,1
20422,350,6,1
20422,93,7,0
20422,120,8,1
20433,373,1,1
20433,47,2,1
20433,755,3,1
20433,186,4,1
20433,822,5,0
20433,614,6,0
20438,214,1,1
20438,301,2,1
20438,177,3,1
20438,331,4,1
20438,540,5,1
20438,396,6,0
20438,833,7,0
20438,653,8,0
20438,120,9,1
20438,492,10,0
20452,782,1,1
20452,823,2,1
20452,120,3,1
20452,594,4,1
20452,344,5,1
20452,116,6,1
20452,142,7,1
20452,894,8,0
20464,647,1,1
20464,120,2,1
20464,530,3,1
20464,540,4,1
20464,330,5,0
20477,833,1,1
20477,969,2,1
20477,203,3,1
20477,857,4,1
20477,782,5,1
20477,540,6,1
20477,490,7,1
20477,452,8,1
20477,585,9,1
20477,236,10,1
20477,469,11,0
20477,177,12,1
20477,594,13,0
20477,625,14,0
20486,78,1,1
20486,716,2,1
20486,860,3,1
20486,755,4,1
20486,75,5,1
20486,120,6,1
20486,532,7,1
20486,569,8,1
20486,239,9,0
20486,177,10,0
20486,468,11,1
20497,808,1,1
20497,899,2,1
20497,67,3,1
20497,540,4,1
20497,594,5,1
20497,120,6,1
20497,178,7,0
20505,235,1,1
20505,446,2,1
20505,408,3,1
20505,255,4,1
20505,540,5,0
20505,772,6,1
20505,350,7,1
20505,755,8,0
20505,826,9,0
20513,776,1,1
20513,637,2,1
20513,467,3,1
20513,356,4,1
20513,35,5,1
20513,972,6,1
20513,177,7,1
20513,781,8,0
20522,532,1,1
20522,629,2,1
20522,965,3,1
20522,331,4,1
20522,145,5,1
20522,943,6,1
20522,772,7,0
20522,782,8,0
20540,434,1,1
20540,120,2,1
20540,331,3,1
20540,235,4,1
20540,577,5,0
20549,489,1,1
20549,364,2,1
20549,532,3,0
20565,540,1,1
20565,150,2,1
20565,569,3,1
20565,983,4,1
20565,120,5,1
20573,859,1,1
20573,540,2,1
20573,120,3,1
20573,839,4,1
20573,625,5,1
20573,229,6,1
20573,396,7,1
20573,594,8,1
20573,519,9,0
20588,150,1,1
20588,272,2,1
20588,120,3,1
20588,902,4,1
20588,584,5,1
20588,281,6,1
20588,569,7,1
20588,625,8,1
20588,601,9,0
20588,165,10,0
20600,332,1,1
20600,540,2,1
20600,701,3,1
20600,802,4,1
20600,863,5,1
20600,89,6,1
20600,342,7,1
20600,943,8,1
20600,350,9,1
20600,137,10,1
20600,62,11,0
20600,120,12,1
20600,594,13,0
20618,805,1,1
20618,351,2,1
20618,540,3,1
20618,802,4,1
20618,122,5,1
20618,532,6,1
20618,594,7,1
20618,416,8,1
20618,776,9,1
20618,792,10,1
20618,520,11,0
20618,569,12,0
20618,908,13,0
20618,344,14,0
20629,808,1,1
20629,823,2,0
20629,177,3,1
20629,468,4,1
20629,822,5,1
20629,489,6,1
20629,127,7,1
20629,909,8,1
20629,33,9,0
20629,540,10,1
20629,759,11,0
20639,399,1,1
20639,490,2,1
20639,145,3,0
20652,802,1,1
20652,863,2,1
20652,120,3,1
20652,177,4,1
20652,131,5,1
20652,781,6,1
20652,859,7,0
20652,540,8,0
20652,821,9,0
20652,969,10,1
20667,398,1,1
20667,969,2,1
20667,357,3,1
20667,951,4,1
20667,874,5,0
20667,331,6,1
20682,120,1,1
20682,396,2,1
20682,142,3,1
20682,569,4,1
20682,540,5,1
20682,539,6,1
20682,773,7,0
20682,833,8,1
20694,969,1,1
20694,959,2,1
20694,262,3,1
20694,468,4,1
20694,342,5,1
20694,492,6,0
20694,120,7,1
20700,822,1,1
20700,177,2,1
20700,338,3,1
20700,793,4,0
20718,704,1,1
20718,782,2,1
20718,655,3,1
20718,535,4,1
20718,120,5,1
20718,969,6,1
20733,558,1,1
20733,824,2,1
20733,540,3,1
20733,120,4,1
20743,199,1,1
20743,755,2,1
20743,270,3,1
20743,969,4,1
20743,641,5,1
20743,120,6,1
20743,662,7,0
20743,941,8,0
20755,594,1,1
20755,976,2,1
20755,239,3,1
20755,145,4,1
20755,540,5,1
20755,928,6,1
20755,714,7,1
20755,489,8,1
20755,755,9,0
20755,356,10,0
20755,627,11,0
20769,547,1,1
20769,540,2,1
20769,56,3,1
20769,444,4,1
20769,434,5,1
20790,378,1,1
20790,331,2,1
20790,891,3,1
20790,251,4,1
20790,594,5,1
20790,969,6,1
20790,540,7,1
20790,299,8,1
20790,439,9,0
20790,131,10,0
20790,120,11,1
20790,656,12,0
