product_id,product_name,aisle_id,department_id
757,Lite Sparkling Lemonade #757,30,11
758,Original Baby Wipes #758,16,1
759,Family Size Avocado #759,6,16
760,Original IPA #760,30,11
761,Natural Banana #761,8,7
762,Classic Pasta Sauce #762,23,15
763,Organic Sourdough #763,38,7
764,Natural Dog Treats #764,38,7
765,Original Salsa #765,15,1
766,Spicy Baby Wipes #766,32,18
767,Lite Hummus #767,25,13
768,Gluten-Free IPA #768,20,12
769,Fresh Cheddar #769,6,16
770,Whole Cheddar #770,16,1
771,Fresh IPA #771,27,13
772,Lite Ground Coffee #772,40,9
773,Gluten-Free Pasta Sauce #773,1,4
774,Gluten-Free Salsa #774,29,17
775,Natural Sparkling Water #775,34,5
776,Low-Fat Sourdough #776,39,9
777,Classic Granola #777,17,3
778,Lite Sparkling Water #778,5,16
779,Gluten-Free Dish Soap #779,11,7
780,Organic Salsa #780,35,20
781,Whole Ground Coffee #781,36,20
782,Family Size Pasta Sauce #782,26,13
783,Natural Pasta Sauce #783,5,16
784,Gluten-Free Olive Oil #784,5,16
785,Premium Dog Treats #785,20,12
786,Gluten-Free Dog Treats #786,24,14
787,Family Size Pasta Sauce #787,2,4
788,Gluten-Free Sourdough #788,28,17
789,Fresh Chicken Breast #789,22,15
790,Lite Salsa #790,1,4
791,Premium Chicken Breast #791,4,16
792,Fresh Cereal #792,19,12
793,Premium Avocado #793,29,17
794,Premium Sourdough #794,34,5
795,Lite Sourdough #795,18,3
796,Organic Ground Coffee #796,12,19
797,Whole Sparkling Water #797,39,9
798,Fresh Hummus #798,19,12
799,Whole Ice Cream #799,13,19
800,Lite Ground Coffee #800,18,3
801,Spicy Granola #801,1,4
802,Gluten-Free Avocado #802,13,19
803,Gluten-Free Sparkling Lemonade #803,21,12
804,Whole Tortilla Chips #804,37,8
805,Whole Dish Soap #805,30,11
806,Lite Dog Treats #806,32,18
807,Classic Salsa #807,22,15
808,Original Cereal #808,5,16
809,Lite Banana #809,16,1
810,Low-Fat Dog Treats #810,40,9
811,Spicy Pasta Sauce #811,2,4
812,Original Dog Treats #812,36,20
813,Lite Salsa #813,28,17
814,Lite Almond Milk #814,12,19
815,Low-Fat Almond Milk #815,32,18
816,Lite Cereal #816,34,5
817,Spicy Avocado #817,2,4
818,Organic Almond Milk #818,5,16
819,Premium Sparkling Lemonade #819,27,13
820,Original Dish Soap #820,40,9
821,Classic Cheddar #821,1,4
822,Classic Chicken Breast #822,27,13
823,Natural Almond Milk #823,6,16
824,Whole Baby Wipes #824,27,13
825,Lite Sourdough #825,25,13
826,Spicy Paper Towels #826,4,16
827,Lite Ground Coffee #827,28,17
828,Spicy Avocado #828,36,20
829,Organic Greek Yogurt #829,35,20
830,Family Size Hummus #830,2,4
831,Natural Sparkling Lemonade #831,10,7
832,Original Cheddar #832,10,7
833,Classic Avocado #833,19,12
834,Classic IPA #834,6,16
835,Organic IPA #835,35,20
836,Gluten-Free Dish Soap #836,32,18
837,Spicy Granola #837,33,5
838,Lite Salsa #838,8,7
839,Lite Paper Towels #839,1,4
840,Whole Ground Coffee #840,37,8
841,Original Sparkling Water #841,12,19
842,Premium Baby Wipes #842,27,13
843,Whole Cheddar #843,37,8
844,Classic Avocado #844,2,4
845,Low-Fat IPA #845,1,4
846,Family Size Salsa #846,1,4
847,Spicy Pasta Sauce #847,7,16
848,Lite Ground Coffee #848,3,4
849,Original Pasta Sauce #849,33,5
850,Original Sparkling Water #850,25,13
851,Spicy Baby Wipes #851,40,9
852,Classic Dish Soap #852,33,5
853,Organic Greek Yogurt #853,39,9
854,Family Size Greek Yogurt #854,10,7
855,Family Size Paper Towels #855,12,19
856,Organic Almond Milk #856,34,5
857,Lite Cheddar #857,10,7
858,Whole Chicken Breast #858,3,4
859,Natural Cereal #859,27,13
860,Whole Hummus #860,33,5
861,Low-Fat Cereal #861,39,9
862,Original Ground Coffee #862,38,7
863,Gluten-Free Olive Oil #863,5,16
864,Original Almond Milk #864,31,11
865,Whole Chicken Breast #865,34,5
866,Lite Avocado #866,28,17
867,Lite Granola #867,33,5
868,Natural Hummus #868,34,5
869,Whole Granola #869,18,3
870,Natural Sourdough #870,2,4
871,Classic Sparkling Water #871,19,12
872,Whole Dog Treats #872,9,7
873,Classic Pasta Sauce #873,5,16
874,Classic Baby Wipes #874,5,16
875,Premium IPA #875,28,17
876,Classic Banana #876,21,12
877,Whole Olive Oil #877,22,15
878,Lite Paper Towels #878,30,11
879,Spicy Olive Oil #879,22,15
880,Premium Pasta Sauce #880,26,13
881,Original Pasta Sauce #881,4,16
882,Premium Almond Milk #882,35,20
883,Classic Avocado #883,18,3
884,Premium IPA #884,7,16
885,Natural IPA #885,33,5
886,Low-Fat Almond Milk #886,30,11
887,Classic Ice Cream #887,3,4
888,Whole Greek Yogurt #888,8,7
889,Whole Paper Towels #889,1,4
890,Premium Banana #890,11,7
891,Fresh Dog Treats #891,4,16
892,Gluten-Free Dish Soap #892,29,17
893,Spicy Sparkling Water #893,21,12
894,Fresh Banana #894,40,9
895,Organic Dish Soap #895,30,11
896,Lite Hummus #896,25,13
897,Family Size Avocado #897,21,12
898,Organic Dog Treats #898,3,4
899,Spicy Salsa #899,3,4
900,Family Size Pasta Sauce #900,25,13
901,Gluten-Free Chicken Breast #901,1,4
902,Lite Banana #902,2,4
903,Classic IPA #903,9,7
904,Fresh Sourdough #904,36,20
905,Gluten-Free Granola #905,19,12
906,Whole Greek Yogurt #906,29,17
907,Classic IPA #907,17,3
908,Classic Sparkling Water #908,7,16
909,Family Size Dish Soap #909,15,1
910,Original Ice Cream #910,4,16
911,Whole Dish Soap #911,31,11
912,Original IPA #912,8,7
913,Low-Fat Dish Soap #913,16,1
914,Premium Dog Treats #914,40,9
915,Low-Fat Sparkling Water #915,24,14
916,Lite Baby Wipes #916,19,12
917,Fresh Avocado #917,22,15
918,Premium Avocado #918,32,18
919,Lite Paper Towels #919,11,7
920,Classic IPA #920,26,13
921,Natural Ice Cream #921,35,20
922,Gluten-Free Cheddar #922,23,15
923,Natural Chicken Breast #923,18,3
924,Spicy Ground Coffee #924,6,16
925,Fresh Ground Coffee #925,10,7
926,Classic Pasta Sauce #926,38,7
927,Original Sparkling Water #927,22,15
928,Family Size Banana #928,13,19
929,Whole Sparkling Lemonade #929,17,3
930,Family Size Chicken Breast #930,24,14
931,Classic Dog Treats #931,22,15
932,Spicy Olive Oil #932,28,17
933,Original Almond Milk #933,11,7
934,Fresh Hummus #934,26,13
935,Spicy Granola #935,18,3
936,Fresh IPA #936,38,7
937,Gluten-Free Tortilla Chips #937,7,16
938,Premium Cheddar #938,6,16
939,Low-Fat Dog Treats #939,19,12
940,Spicy IPA #940,21,12
941,Organic Tortilla Chips #941,28,17
942,Whole Banana #942,17,3
943,Premium Hummus #943,37,8
944,Lite Banana #944,19,12
945,Original Granola #945,6,16
946,Original Salsa #946,5,16
947,Premium Paper Towels #947,39,9
948,Fresh Avocado #948,6,16
949,Low-Fat Olive Oil #949,38,7
950,Gluten-Free Granola #950,12,19
951,Whole Baby Wipes #951,4,16
952,Spicy Olive Oil #952,13,19
953,Low-Fat Dish Soap #953,25,13
954,Low-Fat Dog Treats #954,18,3
955,Original Ground Coffee #955,32,18
956,Original Sparkling Water #956,25,13
957,Natural Tortilla Chips #957,17,3
958,Premium Chicken Breast #958,26,13
959,Low-Fat Dog Treats #959,39,9
960,Spicy Ground Coffee #960,17,3
961,Fresh Sparkling Lemonade #961,7,16
962,Original Avocado #962,17,3
963,Natural Granola #963,34,5
964,Low-Fat Sourdough #964,9,7
965,Classic Cereal #965,38,7
966,Classic Cereal #966,24,14
967,Original Pasta Sauce #967,25,13
968,Gluten-Free Tortilla Chips #968,13,19
969,Gluten-Free Ice Cream #969,37,8
970,Spicy Hummus #970,2,4
971,Family Size Dog Treats #971,12,19
972,Gluten-Free Granola #972,17,3
973,Gluten-Free Sparkling Water #973,20,12
974,Low-Fat Cheddar #974,19,12
975,Whole Cheddar #975,6,16
976,Organic Cheddar #976,10,7
977,Lite Chicken Breast #977,4,16
978,Fresh IPA #978,23,15
979,Original Cheddar #979,15,1
980,Whole Chicken Breast #980,23,15
981,Lite Pasta Sauce #981,24,14
982,Lite Banana #982,29,17
983,Family Size Salsa #983,22,15
984,Classic Tortilla Chips #984,26,13
985,Family Size Olive Oil #985,24,14
986,Low-Fat Banana #986,27,13
987,Low-Fat IPA #987,25,13
988,Organic Chicken Breast #988,13,19
989,Natural Paper Towels #989,10,7
990,Fresh Chicken Breast #990,32,18
991,Family Size Banana #991,14,19
992,Gluten-Free Baby Wipes #992,22,15
993,Family Size Olive Oil #993,8,7
994,Family Size Sparkling Lemonade #994,18,3
995,Spicy Pasta Sauce #995,22,15
996,Natural Olive Oil #996,26,13
997,Classic Dish Soap #997,22,15
998,Gluten-Free Olive Oil #998,15,1
999,Fresh Sourdough #999,39,9
1000,Natural Cereal #1000,21,12
