order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
3887,325,prior,5,2,17,3
3888,325,prior,6,2,16,11
3889,325,prior,7,1,18,1
3890,325,prior,8,3,20,16
3891,325,train,9,4,18,4
3892,326,prior,1,1,14,
3893,326,prior,2,2,11,30
3894,326,prior,3,0,8,8
3895,326,prior,4,4,11,2
3896,326,prior,5,3,5,7
3897,326,prior,6,1,7,8
3898,326,prior,7,2,17,7
3899,326,prior,8,6,13,12
3900,326,prior,9,4,12,6
3901,326,prior,10,5,8,8
3902,326,prior,11,5,14,2
3903,326,train,12,0,8,12
3904,327,prior,1,5,10,
3905,327,prior,2,1,12,8
3906,327,prior,3,0,11,4
3907,327,prior,4,4,5,6
3908,327,prior,5,1,8,2
3909,327,prior,6,1,12,15
3910,327,prior,7,3,13,4
3911,327,prior,8,5,17,11
3912,327,prior,9,4,11,19
3913,327,prior,10,0,14,14
3914,327,prior,11,2,14,3
3915,327,prior,12,0,11,3
3916,327,prior,13,0,12,3
3917,327,prior,14,2,12,2
3918,327,prior,15,2,11,8
3919,327,prior,16,5,14,12
3920,327,prior,17,6,12,7
3921,327,prior,18,4,18,24
3922,327,train,19,2,19,4
3923,328,prior,1,1,17,
3924,328,prior,2,4,13,1
3925,328,prior,3,4,17,1
3926,328,prior,4,4,14,5
3927,328,prior,5,2,15,16
3928,328,prior,6,2,15,8
3929,328,train,7,1,4,7
3930,329,prior,1,1,12,
3931,329,prior,2,4,19,14
3932,329,prior,3,6,7,6
3933,329,prior,4,3,13,8
3934,329,prior,5,1,12,16
3935,329,prior,6,3,15,3
3936,329,prior,7,3,9,9
3937,329,prior,8,0,9,10
3938,329,prior,9,4,11,2
3939,329,train,10,1,18,4
3940,330,prior,1,5,16,
3941,330,prior,2,4,11,6
3942,330,prior,3,3,6,8
3943,330,prior,4,4,17,1
3944,330,prior,5,3,11,4
3945,330,prior,6,3,12,15
3946,330,prior,7,0,12,4
3947,330,prior,8,1,12,4
3948,330,prior,9,0,17,11
3949,330,prior,10,0,10,11
3950,330,prior,11,4,13,24
3951,330,train,12,0,16,10
3952,331,prior,1,3,12,
3953,331,prior,2,4,8,4
3954,331,prior,3,2,11,3
3955,331,prior,4,6,20,3
3956,331,prior,5,3,14,9
3957,331,prior,6,5,15,10
3958,331,prior,7,0,6,2
3959,331,prior,8,1,10,3
3960,331,prior,9,1,13,11
3961,331,prior,10,5,16,29
3962,331,prior,11,6,17,7
3963,331,prior,12,5,9,7
3964,331,prior,13,3,4,15
3965,331,train,14,6,3,3
3966,332,prior,1,4,8,
3967,332,prior,2,0,15,8
3968,332,prior,3,3,17,9
3969,332,prior,4,2,13,14
3970,332,prior,5,3,13,12
3971,332,prior,6,5,8,1
3972,332,prior,7,3,6,15
3973,332,prior,8,3,9,9
3974,332,prior,9,2,10,30
3975,332,train,10,0,12,10
3976,333,prior,1,6,14,
3977,333,prior,2,6,19,13
3978,333,prior,3,3,12,1
3979,333,prior,4,1,17,14
3980,333,prior,5,4,7,5
3981,333,prior,6,1,14,4
3982,333,prior,7,3,15,16
3983,333,prior,8,1,9,9
3984,333,prior,9,3,12,9
3985,333,prior,10,2,16,5
3986,333,train,11,0,16,9
3987,334,prior,1,4,10,
3988,334,prior,2,4,7,21
3989,334,prior,3,6,9,11
3990,334,prior,4,4,20,0
3991,334,prior,5,4,16,2
3992,334,prior,6,4,10,7
3993,334,prior,7,0,11,18
3994,334,prior,8,2,12,12
3995,334,prior,9,6,9,13
3996,334,prior,10,0,7,15
3997,334,prior,11,4,10,5
3998,334,prior,12,6,9,3
3999,334,prior,13,4,11,13
4000,334,prior,14,4,18,7
4001,334,prior,15,2,14,13
4002,334,prior,16,3,3,17
4003,334,prior,17,6,17,8
4004,334,prior,18,2,13,5
4005,334,prior,19,2,19,0
4006,334,train,20,5,16,15
4007,335,prior,1,0,11,
4008,335,prior,2,3,9,17
4009,335,prior,3,5,8,5
4010,335,prior,4,1,7,10
4011,335,prior,5,5,14,10
4012,335,prior,6,1,17,12
4013,335,prior,7,5,12,6
4014,335,prior,8,6,14,10
4015,335,prior,9,5,15,13
4016,335,prior,10,6,7,2
4017,335,prior,11,3,16,8
4018,335,prior,12,5,14,17
4019,335,prior,13,5,17,12
4020,335,train,14,2,11,11
4021,336,prior,1,1,15,
4022,336,prior,2,3,6,21
4023,336,prior,3,6,9,4
4024,336,prior,4,6,12,6
4025,336,prior,5,3,6,13
4026,336,prior,6,5,15,11
4027,336,prior,7,1,11,15
4028,336,prior,8,3,11,13
4029,336,prior,9,4,12,8
4030,336,prior,10,0,14,3
4031,336,prior,11,2,11,15
4032,336,prior,12,0,11,6
4033,336,prior,13,2,13,15
4034,336,prior,14,2,11,4
4035,336,prior,15,2,10,2
4036,336,prior,16,1,13,2
4037,336,prior,17,0,13,2
4038,336,prior,18,4,14,17
4039,336,prior,19,2,14,0
4040,336,prior,20,3,16,12
4041,336,prior,21,4,12,7
4042,336,prior,22,1,18,5
4043,336,prior,23,4,16,19
4044,336,prior,24,6,14,22
4045,336,train,25,6,15,8
4046,337,prior,1,4,10,
4047,337,prior,2,4,8,10
4048,337,prior,3,2,9,26
4049,337,prior,4,3,12,7
4050,337,prior,5,0,8,4
4051,337,prior,6,3,9,4
4052,337,prior,7,2,15,1
4053,337,prior,8,3,13,14
4054,337,prior,9,4,13,17
4055,337,prior,10,0,0,5
4056,337,prior,11,2,12,20
4057,337,prior,12,6,11,21
4058,337,prior,13,4,15,3
4059,337,prior,14,3,11,18
4060,337,prior,15,4,23,3
4061,337,prior,16,0,18,11
4062,337,train,17,4,11,4
4063,338,prior,1,4,11,
4064,338,prior,2,3,18,17
4065,338,prior,3,2,5,23
4066,338,prior,4,0,6,13
4067,338,prior,5,4,6,5
4068,338,prior,6,3,12,1
4069,338,prior,7,5,12,22
4070,338,prior,8,2,8,4
4071,338,prior,9,3,8,3
4072,338,prior,10,6,12,21
4073,338,train,11,5,11,9
4074,339,prior,1,3,14,
4075,339,prior,2,2,12,13
4076,339,prior,3,3,10,8
4077,339,prior,4,2,7,14
4078,339,prior,5,1,12,22
4079,339,prior,6,1,12,6
4080,339,prior,7,0,16,11
4081,339,prior,8,3,20,2
4082,339,prior,9,1,11,8
4083,339,prior,10,3,4,8
4084,339,prior,11,2,15,7
4085,339,prior,12,0,10,15
4086,339,prior,13,3,14,7
4087,339,prior,14,2,10,4
4088,339,prior,15,4,14,8
4089,339,train,16,4,13,9
4090,340,prior,1,0,15,
4091,340,prior,2,2,15,11
4092,340,prior,3,1,13,18
4093,340,prior,4,4,9,13
4094,340,prior,5,0,7,3
4095,340,prior,6,5,17,3
4096,340,prior,7,2,14,11
4097,340,prior,8,0,10,10
4098,340,prior,9,3,12,13
4099,340,train,10,3,9,19
4100,341,prior,1,4,11,
4101,341,prior,2,5,16,30
4102,341,prior,3,2,8,3
4103,341,prior,4,0,16,4
4104,341,prior,5,6,12,30
4105,341,prior,6,4,16,12
4106,341,train,7,3,12,5
4107,342,prior,1,5,15,
4108,342,prior,2,2,18,5
4109,342,prior,3,3,11,6
4110,342,prior,4,3,15,14
4111,342,prior,5,0,10,14
4112,342,prior,6,4,12,2
4113,342,prior,7,3,10,7
4114,342,prior,8,0,12,19
4115,342,train,9,6,18,11
4116,343,prior,1,1,8,
4117,343,prior,2,5,15,9
4118,343,prior,3,1,11,6
4119,343,prior,4,0,14,3
4120,343,prior,5,5,10,10
4121,343,prior,6,1,9,3
4122,343,prior,7,5,1,5
4123,343,prior,8,4,19,20
4124,343,prior,9,6,16,3
4125,343,train,10,3,12,2
4126,344,prior,1,5,6,
4127,344,prior,2,2,13,10
4128,344,prior,3,1,21,3
4129,344,prior,4,1,14,4
4130,344,prior,5,3,11,9
4131,344,prior,6,3,9,7
4132,344,prior,7,6,5,30
4133,344,prior,8,0,11,22
4134,344,prior,9,2,16,2
4135,344,prior,10,2,12,14
4136,344,prior,11,1,10,25
4137,344,train,12,5,15,6
4138,345,prior,1,3,15,
4139,345,prior,2,2,8,23
4140,345,prior,3,6,14,5
4141,345,prior,4,0,8,1
4142,345,prior,5,1,11,8
4143,345,prior,6,5,13,11
4144,345,prior,7,5,13,18
4145,345,prior,8,3,14,9
4146,345,prior,9,4,13,2
4147,345,prior,10,2,13,1
4148,345,prior,11,6,9,3
4149,345,prior,12,4,17,21
4150,345,prior,13,2,8,5
4151,345,prior,14,5,14,9
4152,345,prior,15,5,14,3
4153,345,train,16,2,15,14
4154,346,prior,1,4,13,
4155,346,prior,2,5,9,3
4156,346,prior,3,0,15,3
4157,346,train,4,2,11,26
4158,347,prior,1,5,19,
4159,347,prior,2,1,12,7
4160,347,prior,3,0,20,30
4161,347,prior,4,5,10,4
4162,347,prior,5,0,5,19
4163,347,prior,6,5,11,15
4164,347,prior,7,0,7,1
4165,347,prior,8,1,6,4
4166,347,prior,9,0,8,17
4167,347,prior,10,0,13,8
4168,347,prior,11,3,16,2
4169,347,train,12,1,21,7
4170,348,prior,1,5,5,
4171,348,prior,2,1,19,7
4172,348,prior,3,2,13,10
4173,348,prior,4,6,7,5
4174,348,prior,5,6,10,14
4175,348,prior,6,3,11,7
4176,348,prior,7,6,9,22
4177,348,prior,8,1,13,3
4178,348,prior,9,2,16,7
4179,348,prior,10,6,10,11
4180,348,prior,11,3,23,3
4181,348,prior,12,2,12,25
4182,348,prior,13,6,11,14
4183,348,prior,14,6,8,5
4184,348,prior,15,4,16,16
4185,348,prior,16,4,15,11
4186,348,prior,17,4,17,8
4187,348,train,18,1,16,1
4188,349,prior,1,5,9,
4189,349,prior,2,0,4,5
4190,349,prior,3,1,11,4
4191,349,prior,4,5,13,16
4192,349,prior,5,5,13,7
4193,349,prior,6,6,10,9
4194,349,prior,7,6,14,13
4195,349,train,8,1,10,8
4196,350,prior,1,3,11,
4197,350,prior,2,1,14,11
4198,350,prior,3,0,12,10
4199,350,prior,4,3,17,15
4200,350,prior,5,2,3,2
4201,350,prior,6,2,12,11
4202,350,prior,7,4,14,5
4203,350,prior,8,2,8,7
4204,350,prior,9,3,13,21
4205,350,prior,10,2,10,14
4206,350,prior,11,2,13,30
4207,350,prior,12,1,10,2
4208,350,prior,13,0,10,11
4209,350,train,14,1,11,20
4210,351,prior,1,5,7,
4211,351,prior,2,3,11,18
4212,351,prior,3,2,7,11
4213,351,prior,4,0,9,0
4214,351,prior,5,3,15,12
4215,351,prior,6,1,8,4
4216,351,prior,7,1,13,13
4217,351,prior,8,1,11,6
4218,351,prior,9,4,11,6
4219,351,prior,10,5,11,11
4220,351,prior,11,4,9,5
4221,351,prior,12,3,9,4
4222,351,prior,13,1,21,15
4223,351,train,14,1,15,6
4224,352,prior,1,2,7,
4225,352,prior,2,4,16,5
4226,352,prior,3,2,12,25
4227,352,prior,4,0,13,16
4228,352,prior,5,2,9,20
4229,352,prior,6,2,15,16
4230,352,prior,7,3,15,4
4231,352,prior,8,1,10,8
4232,352,prior,9,3,23,3
4233,352,prior,10,6,12,28
4234,352,prior,11,4,7,6
4235,352,prior,12,1,14,2
4236,352,prior,13,3,11,7
4237,352,prior,14,5,16,2
4238,352,prior,15,0,15,6
4239,352,train,16,5,10,18
4240,353,prior,1,4,11,
4241,353,prior,2,0,12,7
4242,353,prior,3,5,6,7
4243,353,prior,4,5,11,17
4244,353,prior,5,6,18,16
4245,353,prior,6,4,14,12
4246,353,prior,7,2,12,28
4247,353,prior,8,0,10,15
4248,353,prior,9,6,18,4
4249,353,prior,10,4,12,7
4250,353,train,11,3,16,5
4251,354,prior,1,1,18,
4252,354,prior,2,0,13,7
4253,354,prior,3,6,15,5
4254,354,prior,4,1,12,1
4255,354,prior,5,2,9,12
4256,354,prior,6,3,10,30
4257,354,prior,7,2,14,8
4258,354,prior,8,6,17,5
4259,354,prior,9,3,13,3
4260,354,prior,10,2,8,9
4261,354,prior,11,5,13,13
4262,354,prior,12,1,20,2
4263,354,train,13,4,10,11
4264,355,prior,1,4,14,
4265,355,prior,2,6,17,3
4266,355,prior,3,5,17,15
4267,355,prior,4,2,6,7
4268,355,prior,5,2,15,4
4269,355,prior,6,0,10,23
4270,355,prior,7,0,21,7
4271,355,prior,8,6,21,5
4272,355,prior,9,2,13,3
4273,355,prior,10,1,16,6
4274,355,prior,11,3,16,4
4275,355,prior,12,5,7,6
4276,355,prior,13,3,14,9
4277,355,prior,14,0,20,2
4278,355,train,15,3,16,4
4279,356,prior,1,4,6,
4280,356,prior,2,4,18,7
4281,356,prior,3,2,11,20
4282,356,prior,4,4,9,3
4283,356,prior,5,4,13,4
4284,356,prior,6,1,13,7
4285,356,prior,7,3,15,3
4286,356,train,8,2,10,5
4287,357,prior,1,2,18,
4288,357,prior,2,5,15,2
4289,357,prior,3,1,11,6
4290,357,prior,4,4,12,5
4291,357,prior,5,6,12,8
4292,357,prior,6,2,11,6
4293,357,prior,7,0,23,2
4294,357,prior,8,4,8,7
4295,357,prior,9,3,8,5
4296,357,prior,10,3,8,13
4297,357,prior,11,2,15,16
4298,357,prior,12,4,5,1
4299,357,train,13,0,16,3
4300,358,prior,1,3,9,
4301,358,prior,2,1,13,7
4302,358,prior,3,3,4,13
4303,358,prior,4,4,13,16
4304,358,prior,5,5,14,26
4305,358,prior,6,6,11,6
4306,358,prior,7,1,1,21
4307,358,prior,8,2,9,14
4308,358,prior,9,3,13,30
4309,358,prior,10,5,16,4
4310,358,prior,11,4,8,9
4311,358,prior,12,1,22,14
4312,358,train,13,3,8,1
4313,359,prior,1,2,10,
4314,359,prior,2,0,16,13
4315,359,prior,3,2,12,7
4316,359,prior,4,2,21,1
4317,359,prior,5,3,12,12
4318,359,prior,6,0,9,5
4319,359,prior,7,3,17,13
4320,359,prior,8,3,8,17
4321,359,prior,9,5,12,3
4322,359,prior,10,3,11,1
4323,359,prior,11,5,11,8
4324,359,prior,12,6,10,11
4325,359,train,13,2,16,6
4326,360,prior,1,6,13,
4327,360,prior,2,3,17,17
4328,360,prior,3,4,9,2
4329,360,prior,4,1,16,11
4330,360,prior,5,2,9,10
4331,360,prior,6,6,15,3
4332,360,prior,7,2,14,4
4333,360,train,8,3,10,4
4334,361,prior,1,4,16,
4335,361,prior,2,4,17,25
4336,361,prior,3,0,10,9
4337,361,prior,4,3,12,18
4338,361,prior,5,5,12,10
4339,361,prior,6,4,12,7
4340,361,train,7,2,16,9
4341,362,prior,1,2,14,
4342,362,prior,2,2,7,15
4343,362,prior,3,4,10,5
4344,362,prior,4,3,11,16
4345,362,prior,5,3,18,17
4346,362,prior,6,0,6,2
4347,362,prior,7,4,9,1
4348,362,prior,8,0,17,25
4349,362,prior,9,6,11,3
4350,362,prior,10,2,15,1
4351,362,prior,11,0,18,17
4352,362,prior,12,0,9,8
4353,362,prior,13,3,18,3
4354,362,prior,14,0,9,17
4355,362,prior,15,4,17,9
4356,362,prior,16,0,14,13
4357,362,prior,17,2,7,8
4358,362,prior,18,4,8,10
4359,362,train,19,5,21,25
4360,363,prior,1,5,21,
4361,363,prior,2,6,8,18
4362,363,prior,3,5,9,6
4363,363,prior,4,6,15,11
4364,363,prior,5,3,19,4
4365,363,prior,6,6,6,9
4366,363,prior,7,3,11,2
4367,363,prior,8,3,16,14
4368,363,prior,9,6,6,5
4369,363,train,10,2,4,4
4370,364,prior,1,0,14,
4371,364,prior,2,6,14,21
4372,364,prior,3,6,11,8
4373,364,prior,4,2,11,3
4374,364,prior,5,4,12,7
4375,364,prior,6,3,9,30
4376,364,prior,7,5,12,6
4377,364,prior,8,2,14,1
4378,364,prior,9,5,8,17
4379,364,train,10,5,6,11
4380,365,prior,1,3,6,
4381,365,prior,2,3,15,16
4382,365,prior,3,1,17,5
4383,365,prior,4,2,3,8
4384,365,prior,5,5,1,7
4385,365,prior,6,2,6,10
4386,365,prior,7,4,19,6
4387,365,train,8,3,15,5
4388,366,prior,1,6,8,
4389,366,prior,2,3,9,18
4390,366,prior,3,5,6,2
4391,366,prior,4,2,13,5
4392,366,prior,5,5,9,1
4393,366,prior,6,3,7,8
4394,366,prior,7,1,12,1
4395,366,prior,8,4,14,3
4396,366,train,9,6,14,3
4397,367,prior,1,4,19,
4398,367,prior,2,0,17,11
4399,367,prior,3,4,10,3
4400,367,prior,4,6,17,7
4401,367,prior,5,5,12,3
4402,367,prior,6,1,13,24
4403,367,prior,7,2,8,7
4404,367,prior,8,2,12,5
4405,367,prior,9,1,15,9
4406,367,prior,10,1,12,14
4407,367,prior,11,2,7,1
4408,367,prior,12,1,9,11
4409,367,prior,13,1,4,4
4410,367,prior,14,2,14,4
4411,367,train,15,3,12,18
4412,368,prior,1,3,13,
4413,368,prior,2,0,6,0
4414,368,prior,3,6,15,3
4415,368,prior,4,1,17,10
4416,368,prior,5,3,11,9
4417,368,prior,6,3,17,4
4418,368,prior,7,3,13,13
4419,368,prior,8,5,15,1
4420,368,prior,9,4,12,7
4421,368,prior,10,2,14,14
4422,368,prior,11,3,9,11
4423,368,prior,12,6,12,6
4424,368,prior,13,6,4,2
4425,368,prior,14,3,8,2
4426,368,prior,15,2,8,6
4427,368,prior,16,4,6,6
4428,368,prior,17,5,14,8
4429,368,prior,18,0,8,6
4430,368,train,19,0,13,21
4431,369,prior,1,6,15,
4432,369,prior,2,6,15,12
4433,369,prior,3,4,12,15
4434,369,prior,4,3,8,6
4435,369,prior,5,1,16,13
4436,369,prior,6,2,11,3
4437,369,prior,7,3,12,4
4438,369,prior,8,5,14,18
4439,369,prior,9,0,9,10
4440,369,train,10,2,10,3
4441,370,prior,1,0,11,
4442,370,prior,2,4,13,6
4443,370,prior,3,3,9,4
4444,370,prior,4,3,14,14
4445,370,prior,5,5,18,4
4446,370,prior,6,5,13,3
4447,370,prior,7,3,11,12
4448,370,prior,8,2,9,5
4449,370,prior,9,1,12,3
4450,370,train,10,4,17,26
4451,371,prior,1,2,12,
4452,371,prior,2,2,10,7
4453,371,prior,3,1,10,0
4454,371,prior,4,4,13,4
4455,371,prior,5,0,18,6
4456,371,prior,6,5,11,17
4457,371,prior,7,3,14,11
4458,371,prior,8,1,15,8
4459,371,prior,9,2,13,7
4460,371,prior,10,3,13,1
4461,371,prior,11,5,22,5
4462,371,prior,12,3,3,10
4463,371,train,13,4,11,11
4464,372,prior,1,5,11,
4465,372,prior,2,1,10,5
4466,372,prior,3,0,11,5
4467,372,prior,4,5,12,7
4468,372,prior,5,6,15,4
4469,372,prior,6,1,18,11
4470,372,prior,7,6,11,7
4471,372,train,8,5,8,5
4472,373,prior,1,4,9,
4473,373,prior,2,2,6,3
4474,373,prior,3,5,11,18
4475,373,prior,4,0,7,13
4476,373,prior,5,2,8,4
4477,373,prior,6,4,18,5
4478,373,prior,7,3,9,9
4479,373,prior,8,0,10,7
4480,373,prior,9,2,16,8
4481,373,prior,10,5,10,1
4482,373,prior,11,2,6,24
4483,373,prior,12,6,12,4
4484,373,prior,13,0,16,6
4485,373,prior,14,1,16,9
4486,373,prior,15,3,14,0
4487,373,prior,16,3,17,3
4488,373,prior,17,2,9,2
4489,373,train,18,3,12,3
4490,374,prior,1,0,6,
4491,374,prior,2,3,15,10
4492,374,prior,3,3,11,9
4493,374,prior,4,2,22,10
4494,374,train,5,4,16,11
4495,375,prior,1,0,4,
4496,375,prior,2,4,10,18
4497,375,prior,3,2,18,18
4498,375,prior,4,1,19,13
4499,375,prior,5,5,10,26
4500,375,prior,6,0,10,3
4501,375,prior,7,2,8,17
4502,375,prior,8,3,7,3
4503,375,prior,9,6,16,0
4504,375,prior,10,2,9,7
4505,375,prior,11,2,17,0
4506,375,train,12,0,6,6
4507,376,prior,1,5,11,
4508,376,prior,2,0,14,10
4509,376,prior,3,4,19,14
4510,376,prior,4,1,23,5
4511,376,prior,5,4,11,9
4512,376,prior,6,1,15,13
4513,376,prior,7,6,16,19
4514,376,prior,8,1,12,8
4515,376,prior,9,3,16,4
4516,376,prior,10,1,6,3
4517,376,train,11,1,8,10
4518,377,prior,1,4,17,
4519,377,prior,2,5,16,6
4520,377,prior,3,6,18,12
4521,377,prior,4,5,4,11
4522,377,prior,5,3,5,1
4523,377,prior,6,2,12,19
4524,377,prior,7,6,9,19
4525,377,prior,8,3,13,6
4526,377,prior,9,0,7,6
4527,377,prior,10,0,18,6
4528,377,prior,11,0,13,12
4529,377,prior,12,3,13,1
4530,377,train,13,1,4,9
4531,378,prior,1,0,7,
4532,378,prior,2,2,9,4
4533,378,prior,3,3,13,4
4534,378,prior,4,2,15,16
4535,378,prior,5,6,9,6
4536,378,prior,6,5,18,19
4537,378,prior,7,0,11,8
4538,378,prior,8,4,12,2
4539,378,prior,9,1,13,4
4540,378,prior,10,3,14,13
4541,378,train,11,3,9,3
4542,379,prior,1,2,15,
4543,379,prior,2,3,12,17
4544,379,prior,3,2,14,1
4545,379,prior,4,2,6,9
4546,379,prior,5,4,12,2
4547,379,prior,6,3,9,3
4548,379,prior,7,4,19,9
4549,379,prior,8,2,17,4
4550,379,prior,9,3,11,27
4551,379,prior,10,0,7,3
4552,379,prior,11,1,15,8
4553,379,prior,12,0,5,1
4554,379,prior,13,1,14,15
4555,379,prior,14,4,16,27
4556,379,prior,15,0,16,6
4557,379,prior,16,2,11,1
4558,379,prior,17,5,14,4
4559,379,train,18,1,13,9
4560,380,prior,1,6,12,
4561,380,prior,2,1,14,16
4562,380,prior,3,3,12,5
4563,380,prior,4,2,14,2
4564,380,prior,5,1,15,7
4565,380,prior,6,6,12,17
4566,380,prior,7,3,17,12
4567,380,prior,8,4,15,17
4568,380,prior,9,6,15,8
4569,380,prior,10,1,8,17
4570,380,prior,11,0,12,14
4571,380,prior,12,1,10,7
4572,380,train,13,3,12,3
4573,381,prior,1,5,22,
4574,381,prior,2,3,13,4
4575,381,prior,3,5,13,8
4576,381,prior,4,0,12,8
4577,381,prior,5,3,17,5
4578,381,prior,6,5,22,21
4579,381,prior,7,6,13,8
4580,381,prior,8,6,10,13
4581,381,prior,9,0,14,6
4582,381,prior,10,1,16,5
4583,381,prior,11,1,5,15
4584,381,prior,12,6,13,5
4585,381,prior,13,5,10,9
4586,381,prior,14,0,17,3
4587,381,prior,15,4,9,5
4588,381,train,16,6,8,3
4589,382,prior,1,0,2,
4590,382,prior,2,6,15,5
4591,382,prior,3,4,12,13
4592,382,prior,4,3,11,15
4593,382,prior,5,1,10,12
4594,382,prior,6,1,11,4
4595,382,train,7,6,8,16
4596,383,prior,1,3,12,
4597,383,prior,2,3,16,7
4598,383,prior,3,3,13,5
4599,383,prior,4,1,14,2
4600,383,prior,5,3,11,4
4601,383,prior,6,0,8,2
4602,383,train,7,6,12,12
4603,384,prior,1,1,13,
4604,384,prior,2,1,13,4
4605,384,prior,3,4,8,2
4606,384,prior,4,5,11,5
4607,384,prior,5,6,13,16
4608,384,prior,6,6,15,13
4609,384,prior,7,2,6,17
4610,384,prior,8,5,13,4
4611,384,prior,9,6,16,9
4612,384,prior,10,4,15,1
4613,384,prior,11,1,12,18
4614,384,prior,12,2,19,22
4615,384,prior,13,6,11,4
4616,384,prior,14,5,17,10
4617,384,prior,15,6,10,8
4618,384,train,16,0,8,8
4619,385,prior,1,4,9,
4620,385,prior,2,2,14,4
4621,385,prior,3,0,9,8
4622,385,prior,4,2,17,11
4623,385,prior,5,3,11,3
4624,385,prior,6,2,11,2
4625,385,prior,7,5,15,16
4626,385,prior,8,4,10,12
4627,385,prior,9,5,6,8
4628,385,prior,10,3,13,27
4629,385,prior,11,0,12,6
4630,385,prior,12,0,14,4
4631,385,prior,13,1,9,2
4632,385,prior,14,3,6,8
4633,385,prior,15,4,16,12
4634,385,train,16,6,12,21
4635,386,prior,1,5,12,
4636,386,prior,2,2,6,12
4637,386,prior,3,2,15,4
4638,386,prior,4,6,8,3
4639,386,prior,5,6,17,2
4640,386,prior,6,1,10,8
4641,386,prior,7,5,14,6
4642,386,prior,8,5,6,7
4643,386,prior,9,0,14,1
4644,386,prior,10,6,16,2
4645,386,prior,11,0,4,5
4646,386,prior,12,6,15,7
4647,386,train,13,4,12,5
4648,387,prior,1,6,11,
4649,387,prior,2,0,14,13
4650,387,prior,3,0,4,3
4651,387,prior,4,1,12,11
4652,387,prior,5,0,14,10
4653,387,prior,6,6,12,30
4654,387,prior,7,6,11,9
4655,387,prior,8,6,10,10
4656,387,prior,9,3,12,6
4657,387,prior,10,5,11,6
4658,387,train,11,2,12,5
4659,388,prior,1,2,14,
4660,388,prior,2,1,11,5
4661,388,prior,3,1,18,9
4662,388,prior,4,0,14,4
4663,388,prior,5,3,9,21
4664,388,prior,6,3,16,2
4665,388,prior,7,5,9,11
4666,388,prior,8,6,12,3
4667,388,prior,9,1,9,7
4668,388,prior,10,3,15,3
4669,388,prior,11,5,14,3
4670,388,prior,12,2,12,5
4671,388,prior,13,3,15,9
4672,388,prior,14,1,8,16
4673,388,prior,15,1,13,6
4674,388,train,16,0,13,8
4675,389,prior,1,4,12,
4676,389,prior,2,4,13,5
4677,389,prior,3,5,10,4
4678,389,prior,4,6,7,3
4679,389,prior,5,0,9,3
4680,389,prior,6,4,14,1
4681,389,prior,7,2,12,2
4682,389,train,8,3,16,9
4683,390,prior,1,5,7,
4684,390,prior,2,0,13,3
4685,390,prior,3,0,10,4
4686,390,prior,4,1,11,7
4687,390,prior,5,2,16,11
4688,390,prior,6,0,13,11
4689,390,prior,7,1,17,1
4690,390,prior,8,6,13,2
4691,390,prior,9,2,7,14
4692,390,prior,10,4,16,7
4693,390,prior,11,1,16,22
4694,390,prior,12,0,15,5
4695,390,train,13,2,11,2
4696,391,prior,1,0,14,
4697,391,prior,2,0,9,15
4698,391,prior,3,4,23,1
4699,391,prior,4,3,17,15
4700,391,prior,5,5,15,8
4701,391,prior,6,0,9,7
4702,391,prior,7,0,13,15
4703,391,prior,8,2,14,30
4704,391,prior,9,0,13,7
4705,391,prior,10,1,14,3
4706,391,prior,11,0,12,15
4707,391,train,12,6,12,16
4708,392,prior,1,5,19,
4709,392,prior,2,0,11,10
4710,392,prior,3,4,15,25
4711,392,prior,4,6,19,21
4712,392,prior,5,3,14,2
4713,392,prior,6,2,17,7
4714,392,prior,7,6,15,2
4715,392,prior,8,2,5,6
4716,392,prior,9,0,15,9
4717,392,prior,10,4,16,7
4718,392,train,11,5,13,1
4719,393,prior,1,2,13,
4720,393,prior,2,6,14,3
4721,393,prior,3,4,14,8
4722,393,prior,4,1,17,0
4723,393,prior,5,0,11,11
4724,393,prior,6,2,10,18
4725,393,prior,7,5,11,14
4726,393,prior,8,5,11,7
4727,393,prior,9,2,17,26
4728,393,prior,10,4,7,3
4729,393,prior,11,6,13,2
4730,393,prior,12,5,3,2
4731,393,prior,13,1,5,14
4732,393,prior,14,6,17,30
4733,393,train,15,6,11,8
4734,394,prior,1,5,1,
4735,394,prior,2,6,14,2
4736,394,prior,3,2,16,2
4737,394,prior,4,5,10,30
4738,394,prior,5,0,18,2
4739,394,prior,6,2,6,5
4740,394,prior,7,2,21,4
4741,394,train,8,4,14,30
4742,395,prior,1,1,18,
4743,395,prior,2,0,12,15
4744,395,prior,3,3,10,2
4745,395,prior,4,4,11,0
4746,395,prior,5,1,10,13
4747,395,prior,6,3,8,3
4748,395,prior,7,2,10,12
4749,395,prior,8,1,12,18
4750,395,prior,9,2,11,4
4751,395,train,10,6,17,9
4752,396,prior,1,1,20,
4753,396,prior,2,3,10,12
4754,396,prior,3,4,19,11
4755,396,prior,4,0,10,14
4756,396,prior,5,3,13,12
4757,396,prior,6,2,21,21
4758,396,prior,7,5,10,11
4759,396,prior,8,2,12,6
4760,396,prior,9,0,10,2
4761,396,prior,10,2,10,6
4762,396,prior,11,0,12,5
4763,396,prior,12,3,16,25
4764,396,train,13,6,13,16
4765,397,prior,1,6,10,
4766,397,prior,2,3,14,14
4767,397,prior,3,4,17,4
