user_id,frequency,monetary,avg_order_value,total_items,recency,R,F,M,rfm_cell,rfm_score,segment,action
803,18,1468.72,81.6,128,29.0,1,5,5,15,11,Can't Lose Them,Aggressive win-back; they were valuable.
2057,9,568.29,63.14,71,25.0,1,1,2,11,4,Hibernating,Low-cost reactivation; otherwise let lapse.
35,13,974.88,74.99,112,9.0,3,4,5,34,12,Loyal Customers,Upsell higher-value items; ask for reviews.
4252,13,810.08,62.31,92,3.0,5,4,4,54,13,Champions,"Reward; early access, referrals, VIP perks."
2576,12,895.99,74.67,101,10.0,2,3,4,23,9,At Risk,Win-back campaign; personalised reorders.
2063,10,534.33,53.43,67,19.0,1,2,2,12,5,Hibernating,Low-cost reactivation; otherwise let lapse.
3244,18,1324.31,73.57,169,9.0,3,5,5,35,13,Loyal Customers,Upsell higher-value items; ask for reviews.
4625,7,350.47,50.07,53,15.0,1,1,1,11,3,Hibernating,Low-cost reactivation; otherwise let lapse.
220,7,410.39,58.63,61,5.0,4,1,1,41,6,Promising,Targeted offers and brand awareness.
3952,17,951.63,55.98,137,6.0,4,5,5,45,14,Loyal Customers,Upsell higher-value items; ask for reviews.
2514,12,758.97,63.25,103,6.0,4,3,3,43,10,Potential Loyalists,Membership/loyalty offers to deepen the habit.
1913,10,675.1,67.51,90,6.0,4,2,3,42,9,Potential Loyalists,Membership/loyalty offers to deepen the habit.
2147,7,362.48,51.78,52,4.0,4,1,1,41,6,Promising,Targeted offers and brand awareness.
4099,11,707.11,64.28,89,14.0,2,2,3,22,7,Hibernating,Low-cost reactivation; otherwise let lapse.
3591,12,656.97,54.75,103,2.0,5,3,3,53,11,Potential Loyalists,Membership/loyalty offers to deepen the habit.
400,12,567.16,47.26,84,15.0,1,3,2,13,6,At Risk,Win-back campaign; personalised reorders.
285,14,716.87,51.21,113,4.0,4,4,3,44,11,Loyal Customers,Upsell higher-value items; ask for reviews.
2116,8,473.4,59.18,60,11.0,2,1,1,21,4,Hibernating,Low-cost reactivation; otherwise let lapse.
2441,10,510.22,51.02,78,9.0,3,2,1,32,6,About to Sleep,Reactivate with relevant recommendations.
4727,11,646.17,58.74,83,1.0,5,2,2,52,9,Potential Loyalists,Membership/loyalty offers to deepen the habit.
3190,15,1043.8,69.59,120,12.0,2,4,5,24,11,At Risk,Win-back campaign; personalised reorders.
4394,9,528.28,58.7,72,1.0,5,1,2,51,8,New Customers,Onboarding support; build the second-order habit.
3098,15,777.96,51.86,104,10.0,2,4,4,24,10,At Risk,Win-back campaign; personalised reorders.
1266,17,977.77,57.52,123,30.0,1,5,5,15,11,Can't Lose Them,Aggressive win-back; they were valuable.
4277,8,450.52,56.32,48,18.0,1,1,1,11,3,Hibernating,Low-cost reactivation; otherwise let lapse.
4406,16,1178.69,73.67,131,7.0,3,5,5,35,13,Loyal Customers,Upsell higher-value items; ask for reviews.
1922,19,1289.31,67.86,169,5.0,4,5,5,45,14,Loyal Customers,Upsell higher-value items; ask for reviews.
1718,6,380.55,63.43,45,6.0,4,1,1,41,6,Promising,Targeted offers and brand awareness.
714,17,1147.76,67.52,124,9.0,3,5,5,35,13,Loyal Customers,Upsell higher-value items; ask for reviews.
4931,14,657.0,46.93,100,23.0,1,4,3,14,8,At Risk,Win-back campaign; personalised reorders.
4323,9,548.36,60.93,64,7.0,3,1,2,31,6,About to Sleep,Reactivate with relevant recommendations.
3733,10,484.35,48.44,65,10.0,2,2,1,22,5,Hibernating,Low-cost reactivation; otherwise let lapse.
2397,10,578.23,57.82,77,6.0,4,2,2,42,8,Potential Loyalists,Membership/loyalty offers to deepen the habit.
2296,16,732.8,45.8,120,7.0,3,5,3,35,11,Loyal Customers,Upsell higher-value items; ask for reviews.
906,11,504.24,45.84,76,16.0,1,2,1,12,4,Hibernating,Low-cost reactivation; otherwise let lapse.
909,12,557.18,46.43,82,0.0,5,3,2,53,10,Potential Loyalists,Membership/loyalty offers to deepen the habit.
4667,8,395.33,49.42,67,8.0,3,1,1,31,5,About to Sleep,Reactivate with relevant recommendations.
4706,16,695.69,43.48,131,3.0,5,5,3,55,13,Champions,"Reward; early access, referrals, VIP perks."
2667,9,393.37,43.71,63,4.0,4,1,1,41,6,Promising,Targeted offers and brand awareness.
152,21,943.32,44.92,168,9.0,3,5,5,35,13,Loyal Customers,Upsell higher-value items; ask for reviews.
1685,14,796.89,56.92,111,4.0,4,4,4,44,12,Loyal Customers,Upsell higher-value items; ask for reviews.
1049,18,1054.51,58.58,149,3.0,5,5,5,55,15,Champions,"Reward; early access, referrals, VIP perks."
428,11,908.15,82.56,85,4.0,4,2,4,42,10,Potential Loyalists,Membership/loyalty offers to deepen the habit.
1786,4,136.75,34.19,25,12.0,2,1,1,21,4,Hibernating,Low-cost reactivation; otherwise let lapse.
4164,10,437.42,43.74,58,9.0,3,2,1,32,6,About to Sleep,Reactivate with relevant recommendations.
747,10,505.29,50.53,71,8.0,3,2,1,32,6,About to Sleep,Reactivate with relevant recommendations.
2581,13,742.94,57.15,106,2.0,5,4,3,54,12,Champions,"Reward; early access, referrals, VIP perks."
3207,11,552.2,50.2,80,3.0,5,2,2,52,9,Potential Loyalists,Membership/loyalty offers to deepen the habit.
1008,9,580.34,64.48,66,5.0,4,1,2,41,7,Promising,Targeted offers and brand awareness.
3040,11,550.2,50.02,80,14.0,2,2,2,22,6,Hibernating,Low-cost reactivation; otherwise let lapse.
4626,7,399.51,57.07,49,2.0,5,1,1,51,7,New Customers,Onboarding support; build the second-order habit.
3794,12,802.09,66.84,91,22.0,1,3,4,13,8,At Risk,Win-back campaign; personalised reorders.
4104,15,972.79,64.85,121,12.0,2,4,5,24,11,At Risk,Win-back campaign; personalised reorders.
164,11,868.04,78.91,96,12.0,2,2,4,22,8,Hibernating,Low-cost reactivation; otherwise let lapse.
4566,14,802.97,57.36,103,9.0,3,4,4,34,11,Loyal Customers,Upsell higher-value items; ask for reviews.
1098,10,605.32,60.53,68,10.0,2,2,2,22,6,Hibernating,Low-cost reactivation; otherwise let lapse.
2719,18,1045.76,58.1,124,15.0,1,5,5,15,11,Can't Lose Them,Aggressive win-back; they were valuable.
2333,9,434.38,48.26,62,24.0,1,1,1,11,3,Hibernating,Low-cost reactivation; otherwise let lapse.
1929,15,754.87,50.32,113,12.0,2,4,3,24,9,At Risk,Win-back campaign; personalised reorders.
2035,15,874.98,58.33,102,13.0,2,4,4,24,10,At Risk,Win-back campaign; personalised reorders.
1548,9,473.35,52.59,65,12.0,2,1,1,21,4,Hibernating,Low-cost reactivation; otherwise let lapse.
4511,11,679.11,61.74,89,7.0,3,2,3,32,8,About to Sleep,Reactivate with relevant recommendations.
4713,9,488.28,54.25,72,6.0,4,1,1,41,6,Promising,Targeted offers and brand awareness.
1507,7,481.42,68.77,58,7.0,3,1,1,31,5,About to Sleep,Reactivate with relevant recommendations.
4204,14,743.11,53.08,89,11.0,2,4,3,24,9,At Risk,Win-back campaign; personalised reorders.
3430,18,928.6,51.59,140,4.0,4,5,4,45,13,Loyal Customers,Upsell higher-value items; ask for reviews.
1900,7,350.6,50.09,40,20.0,1,1,1,11,3,Hibernating,Low-cost reactivation; otherwise let lapse.
2220,14,1312.72,93.77,128,15.0,1,4,5,14,10,At Risk,Win-back campaign; personalised reorders.
1959,11,759.21,69.02,79,2.0,5,2,3,52,10,Potential Loyalists,Membership/loyalty offers to deepen the habit.
1907,10,534.33,53.43,67,6.0,4,2,2,42,8,Potential Loyalists,Membership/loyalty offers to deepen the habit.
496,9,480.32,53.37,68,2.0,5,1,1,51,7,New Customers,Onboarding support; build the second-order habit.
1762,15,993.84,66.26,116,4.0,4,4,5,44,13,Loyal Customers,Upsell higher-value items; ask for reviews.
2803,18,1218.59,67.7,141,10.0,2,5,5,25,12,Can't Lose Them,Aggressive win-back; they were valuable.
2829,21,1095.23,52.15,177,17.0,1,5,5,15,11,Can't Lose Them,Aggressive win-back; they were valuable.
1845,13,853.04,65.62,96,9.0,3,4,4,34,11,Loyal Customers,Upsell higher-value items; ask for reviews.
814,9,487.38,54.15,62,11.0,2,1,1,21,4,Hibernating,Low-cost reactivation; otherwise let lapse.
668,11,644.2,58.56,80,11.0,2,2,2,22,6,Hibernating,Low-cost reactivation; otherwise let lapse.
2701,23,1433.33,62.32,167,3.0,5,5,5,55,15,Champions,"Reward; early access, referrals, VIP perks."
4870,12,823.9,68.66,110,12.0,2,3,4,23,9,At Risk,Win-back campaign; personalised reorders.
3903,13,593.17,45.63,83,6.0,4,4,2,44,10,Loyal Customers,Upsell higher-value items; ask for reviews.
926,8,355.51,44.44,49,6.0,4,1,1,41,6,Promising,Targeted offers and brand awareness.
645,8,457.4,57.18,60,10.0,2,1,1,21,4,Hibernating,Low-cost reactivation; otherwise let lapse.
1009,11,802.28,72.93,72,9.0,3,2,4,32,9,About to Sleep,Reactivate with relevant recommendations.
1460,10,490.33,49.03,67,5.0,4,2,1,42,7,Potential Loyalists,Membership/loyalty offers to deepen the habit.
607,9,539.35,59.93,65,17.0,1,1,2,11,4,Hibernating,Low-cost reactivation; otherwise let lapse.
1546,8,416.32,52.04,68,4.0,4,1,1,41,6,Promising,Targeted offers and brand awareness.
1816,11,672.12,61.1,88,1.0,5,2,3,52,10,Potential Loyalists,Membership/loyalty offers to deepen the habit.
2459,10,749.15,74.92,85,9.0,3,2,3,32,8,About to Sleep,Reactivate with relevant recommendations.
1619,15,863.86,57.59,114,5.0,4,4,4,44,12,Loyal Customers,Upsell higher-value items; ask for reviews.
84,12,899.0,74.92,100,10.0,2,3,4,23,9,At Risk,Win-back campaign; personalised reorders.
3500,14,774.06,55.29,94,20.0,1,4,4,14,9,At Risk,Win-back campaign; personalised reorders.
4250,5,268.72,53.74,28,17.0,1,1,1,11,3,Hibernating,Low-cost reactivation; otherwise let lapse.
3651,9,550.23,61.14,77,12.0,2,1,2,21,5,Hibernating,Low-cost reactivation; otherwise let lapse.
2626,11,643.29,58.48,71,5.0,4,2,2,42,8,Potential Loyalists,Membership/loyalty offers to deepen the habit.
1877,14,763.89,54.56,111,15.0,1,4,3,14,8,At Risk,Win-back campaign; personalised reorders.
2452,10,542.33,54.23,67,8.0,3,2,2,32,7,About to Sleep,Reactivate with relevant recommendations.
1815,10,667.12,66.71,88,3.0,5,2,3,52,10,Potential Loyalists,Membership/loyalty offers to deepen the habit.
4912,13,658.16,50.63,84,3.0,5,4,3,54,12,Champions,"Reward; early access, referrals, VIP perks."
1062,13,592.11,45.55,89,8.0,3,4,2,34,9,Loyal Customers,Upsell higher-value items; ask for reviews.
942,6,523.5,87.25,50,23.0,1,1,2,11,4,Hibernating,Low-cost reactivation; otherwise let lapse.
1458,16,792.87,49.55,113,12.0,2,5,4,25,11,Can't Lose Them,Aggressive win-back; they were valuable.
108,8,642.33,80.29,67,8.0,3,1,2,31,6,About to Sleep,Reactivate with relevant recommendations.
59,12,1018.89,84.91,111,7.0,3,3,5,33,11,Need Attention,Limited-time offers on past favourites.
4536,11,787.21,71.56,79,4.0,4,2,4,42,10,Potential Loyalists,Membership/loyalty offers to deepen the habit.
1862,6,392.6,65.43,40,22.0,1,1,1,11,3,Hibernating,Low-cost reactivation; otherwise let lapse.
4857,8,365.46,45.68,54,8.0,3,1,1,31,5,About to Sleep,Reactivate with relevant recommendations.
3034,14,857.92,61.28,108,16.0,1,4,4,14,9,At Risk,Win-back campaign; personalised reorders.
1535,15,878.8,58.59,120,5.0,4,4,4,44,12,Loyal Customers,Upsell higher-value items; ask for reviews.
2704,8,609.35,76.17,65,2.0,5,1,2,51,8,New Customers,Onboarding support; build the second-order habit.
2232,17,1243.64,73.16,136,12.0,2,5,5,25,12,Can't Lose Them,Aggressive win-back; they were valuable.
2157,12,809.04,67.42,96,15.0,1,3,4,13,8,At Risk,Win-back campaign; personalised reorders.
3404,11,782.1,71.1,90,5.0,4,2,4,42,10,Potential Loyalists,Membership/loyalty offers to deepen the habit.
3112,14,780.82,55.77,118,6.0,4,4,4,44,12,Loyal Customers,Upsell higher-value items; ask for reviews.
2302,8,430.31,53.79,69,4.0,4,1,1,41,6,Promising,Targeted offers and brand awareness.
4215,15,1111.76,74.12,124,4.0,4,4,5,44,13,Loyal Customers,Upsell higher-value items; ask for reviews.
4358,15,793.82,52.92,118,14.0,2,4,4,24,10,At Risk,Win-back campaign; personalised reorders.
778,7,487.4,69.63,60,5.0,4,1,1,41,6,Promising,Targeted offers and brand awareness.
4393,15,707.02,47.13,98,10.0,2,4,3,24,9,At Risk,Win-back campaign; personalised reorders.
4922,9,539.33,59.93,67,2.0,5,1,2,51,8,New Customers,Onboarding support; build the second-order habit.
4259,20,1290.4,64.52,160,4.0,4,5,5,45,14,Loyal Customers,Upsell higher-value items; ask for reviews.
3383,9,406.33,45.15,67,3.0,5,1,1,51,7,New Customers,Onboarding support; build the second-order habit.
1170,6,349.56,58.26,44,1.0,5,1,1,51,7,New Customers,Onboarding support; build the second-order habit.
532,11,759.07,69.01,93,8.0,3,2,3,32,8,About to Sleep,Reactivate with relevant recommendations.
1371,14,765.0,54.64,100,3.0,5,4,3,54,12,Champions,"Reward; early access, referrals, VIP perks."
4320,9,570.2,63.36,80,4.0,4,1,2,41,7,Promising,Targeted offers and brand awareness.
2370,12,517.1,43.09,90,12.0,2,3,1,23,6,At Risk,Win-back campaign; personalised reorders.
259,14,665.86,47.56,114,17.0,1,4,3,14,8,At Risk,Win-back campaign; personalised reorders.
3251,13,732.02,56.31,98,1.0,5,4,3,54,12,Champions,"Reward; early access, referrals, VIP perks."
2567,8,543.26,67.91,74,16.0,1,1,2,11,4,Hibernating,Low-cost reactivation; otherwise let lapse.
1378,11,439.29,39.94,71,7.0,3,2,1,32,6,About to Sleep,Reactivate with relevant recommendations.
1038,12,807.04,67.25,96,4.0,4,3,4,43,11,Potential Loyalists,Membership/loyalty offers to deepen the habit.
324,10,424.34,42.43,66,12.0,2,2,1,22,5,Hibernating,Low-cost reactivation; otherwise let lapse.
2273,12,768.06,64.01,94,8.0,3,3,3,33,9,Need Attention,Limited-time offers on past favourites.
2745,14,648.94,46.35,106,12.0,2,4,2,24,8,At Risk,Win-back campaign; personalised reorders.
1923,12,1019.99,85.0,101,10.0,2,3,5,23,10,At Risk,Win-back campaign; personalised reorders.
4342,10,840.16,84.02,84,5.0,4,2,4,42,10,Potential Loyalists,Membership/loyalty offers to deepen the habit.
4361,18,769.82,42.77,118,21.0,1,5,3,15,9,Can't Lose Them,Aggressive win-back; they were valuable.
1126,12,962.86,80.24,114,11.0,2,3,5,23,10,At Risk,Win-back campaign; personalised reorders.
2965,8,557.32,69.67,68,18.0,1,1,2,11,4,Hibernating,Low-cost reactivation; otherwise let lapse.
4302,15,975.78,65.05,122,1.0,5,4,5,54,14,Champions,"Reward; early access, referrals, VIP perks."
1217,10,824.04,82.4,96,6.0,4,2,4,42,10,Potential Loyalists,Membership/loyalty offers to deepen the habit.
984,10,642.26,64.23,74,19.0,1,2,2,12,5,Hibernating,Low-cost reactivation; otherwise let lapse.
3758,17,1069.66,62.92,134,7.0,3,5,5,35,13,Loyal Customers,Upsell higher-value items; ask for reviews.
1249,15,929.98,62.0,102,20.0,1,4,4,14,9,At Risk,Win-back campaign; personalised reorders.
4341,15,878.83,58.59,117,13.0,2,4,4,24,10,At Risk,Win-back campaign; personalised reorders.
868,14,767.86,54.85,114,5.0,4,4,3,44,11,Loyal Customers,Upsell higher-value items; ask for reviews.
418,16,962.79,60.17,121,10.0,2,5,5,25,12,Can't Lose Them,Aggressive win-back; they were valuable.
4494,12,623.06,51.92,94,30.0,1,3,2,13,6,At Risk,Win-back campaign; personalised reorders.
3715,6,435.45,72.58,55,4.0,4,1,1,41,6,Promising,Targeted offers and brand awareness.
1524,14,886.89,63.35,111,22.0,1,4,4,14,9,At Risk,Win-back campaign; personalised reorders.
4411,13,840.99,64.69,101,2.0,5,4,4,54,13,Champions,"Reward; early access, referrals, VIP perks."
1229,16,797.87,49.87,113,21.0,1,5,4,15,10,Can't Lose Them,Aggressive win-back; they were valuable.
407,15,919.9,61.33,110,9.0,3,4,4,34,11,Loyal Customers,Upsell higher-value items; ask for reviews.
3233,9,626.25,69.58,75,5.0,4,1,2,41,7,Promising,Targeted offers and brand awareness.
2244,9,700.21,77.8,79,6.0,4,1,3,41,8,Promising,Targeted offers and brand awareness.
4368,12,1006.96,83.91,104,12.0,2,3,5,23,10,At Risk,Win-back campaign; personalised reorders.
4837,11,793.12,72.1,88,13.0,2,2,4,22,8,Hibernating,Low-cost reactivation; otherwise let lapse.
3168,10,498.29,49.83,71,4.0,4,2,1,42,7,Potential Loyalists,Membership/loyalty offers to deepen the habit.
2005,15,752.91,50.19,109,6.0,4,4,3,44,11,Loyal Customers,Upsell higher-value items; ask for reviews.
39,10,786.03,78.6,97,6.0,4,2,4,42,10,Potential Loyalists,Membership/loyalty offers to deepen the habit.
4900,17,1052.69,61.92,131,3.0,5,5,5,55,15,Champions,"Reward; early access, referrals, VIP perks."
690,11,964.07,87.64,93,13.0,2,2,5,22,9,Hibernating,Low-cost reactivation; otherwise let lapse.
1477,12,723.14,60.26,86,17.0,1,3,3,13,7,At Risk,Win-back campaign; personalised reorders.
3263,13,908.98,69.92,102,10.0,2,4,4,24,10,At Risk,Win-back campaign; personalised reorders.
2977,10,721.23,72.12,77,3.0,5,2,3,52,10,Potential Loyalists,Membership/loyalty offers to deepen the habit.
2919,8,469.3,58.66,70,3.0,5,1,1,51,7,New Customers,Onboarding support; build the second-order habit.
3666,8,375.53,46.94,47,1.0,5,1,1,51,7,New Customers,Onboarding support; build the second-order habit.
1837,10,492.26,49.23,74,4.0,4,2,1,42,7,Potential Loyalists,Membership/loyalty offers to deepen the habit.
1569,19,1443.45,75.97,155,9.0,3,5,5,35,13,Loyal Customers,Upsell higher-value items; ask for reviews.
1674,18,942.73,52.37,127,9.0,3,5,5,35,13,Loyal Customers,Upsell higher-value items; ask for reviews.
683,13,827.04,63.62,96,16.0,1,4,4,14,9,At Risk,Win-back campaign; personalised reorders.
608,14,1116.81,79.77,119,2.0,5,4,5,54,14,Champions,"Reward; early access, referrals, VIP perks."
317,12,758.03,63.17,97,10.0,2,3,3,23,8,At Risk,Win-back campaign; personalised reorders.
2726,15,973.88,64.93,112,11.0,2,4,5,24,11,At Risk,Win-back campaign; personalised reorders.
2281,14,750.96,53.64,104,4.0,4,4,3,44,11,Loyal Customers,Upsell higher-value items; ask for reviews.
2988,12,941.1,78.43,90,9.0,3,3,5,33,11,Need Attention,Limited-time offers on past favourites.
126,9,510.3,56.7,70,7.0,3,1,1,31,5,About to Sleep,Reactivate with relevant recommendations.
463,10,540.3,54.03,70,7.0,3,2,2,32,7,About to Sleep,Reactivate with relevant recommendations.
1570,12,745.08,62.09,92,7.0,3,3,3,33,9,Need Attention,Limited-time offers on past favourites.
4735,16,853.73,53.36,127,6.0,4,5,4,45,13,Loyal Customers,Upsell higher-value items; ask for reviews.
2093,10,452.35,45.24,65,3.0,5,2,1,52,8,Potential Loyalists,Membership/loyalty offers to deepen the habit.
1887,18,1161.54,64.53,146,8.0,3,5,5,35,13,Loyal Customers,Upsell higher-value items; ask for reviews.
4149,10,517.22,51.72,78,5.0,4,2,1,42,7,Potential Loyalists,Membership/loyalty offers to deepen the habit.
1146,5,291.62,58.32,38,6.0,4,1,1,41,6,Promising,Targeted offers and brand awareness.
3525,16,1381.55,86.35,145,10.0,2,5,5,25,12,Can't Lose Them,Aggressive win-back; they were valuable.
3428,9,575.36,63.93,64,8.0,3,1,2,31,6,About to Sleep,Reactivate with relevant recommendations.
4065,10,490.28,49.03,72,3.0,5,2,1,52,8,Potential Loyalists,Membership/loyalty offers to deepen the habit.
224,12,1022.98,85.25,102,9.0,3,3,5,33,11,Need Attention,Limited-time offers on past favourites.
4181,10,868.18,86.82,82,20.0,1,2,4,12,7,Hibernating,Low-cost reactivation; otherwise let lapse.
4463,17,1636.64,96.27,136,3.0,5,5,5,55,15,Champions,"Reward; early access, referrals, VIP perks."
3539,12,638.13,53.18,87,4.0,4,3,2,43,9,Potential Loyalists,Membership/loyalty offers to deepen the habit.
2804,7,326.55,46.65,45,10.0,2,1,1,21,4,Hibernating,Low-cost reactivation; otherwise let lapse.
756,17,516.92,30.41,108,17.0,1,5,1,15,7,Can't Lose Them,Aggressive win-back; they were valuable.
1665,14,622.08,44.43,92,23.0,1,4,2,14,7,At Risk,Win-back campaign; personalised reorders.
3011,18,1197.62,66.53,138,3.0,5,5,5,55,15,Champions,"Reward; early access, referrals, VIP perks."
4402,12,792.96,66.08,104,6.0,4,3,4,43,11,Potential Loyalists,Membership/loyalty offers to deepen the habit.
4666,11,802.99,73.0,101,10.0,2,2,4,22,8,Hibernating,Low-cost reactivation; otherwise let lapse.
4647,18,1180.56,65.59,144,16.0,1,5,5,15,11,Can't Lose Them,Aggressive win-back; they were valuable.
3919,9,434.3,48.26,70,11.0,2,1,1,21,4,Hibernating,Low-cost reactivation; otherwise let lapse.
1296,12,875.98,73.0,102,21.0,1,3,4,13,8,At Risk,Win-back campaign; personalised reorders.
2087,7,374.42,53.49,58,2.0,5,1,1,51,7,New Customers,Onboarding support; build the second-order habit.
4896,11,596.12,54.19,88,10.0,2,2,2,22,6,Hibernating,Low-cost reactivation; otherwise let lapse.
1808,12,825.95,68.83,105,2.0,5,3,4,53,12,Potential Loyalists,Membership/loyalty offers to deepen the habit.
1120,16,991.67,61.98,133,2.0,5,5,5,55,15,Champions,"Reward; early access, referrals, VIP perks."
3680,12,742.03,61.84,97,20.0,1,3,3,13,7,At Risk,Win-back campaign; personalised reorders.
3692,17,1271.58,74.8,142,13.0,2,5,5,25,12,Can't Lose Them,Aggressive win-back; they were valuable.
495,16,1304.73,81.55,127,6.0,4,5,5,45,14,Loyal Customers,Upsell higher-value items; ask for reviews.
3198,15,795.94,53.06,106,10.0,2,4,4,24,10,At Risk,Win-back campaign; personalised reorders.
1257,11,559.24,50.84,76,4.0,4,2,2,42,8,Potential Loyalists,Membership/loyalty offers to deepen the habit.
3250,10,561.23,56.12,77,5.0,4,2,2,42,8,Potential Loyalists,Membership/loyalty offers to deepen the habit.
4455,8,508.45,63.56,55,13.0,2,1,1,21,4,Hibernating,Low-cost reactivation; otherwise let lapse.
3249,16,962.75,60.17,125,7.0,3,5,5,35,13,Loyal Customers,Upsell higher-value items; ask for reviews.
657,11,547.2,49.75,80,14.0,2,2,2,22,6,Hibernating,Low-cost reactivation; otherwise let lapse.
1645,16,1061.77,66.36,123,15.0,1,5,5,15,11,Can't Lose Them,Aggressive win-back; they were valuable.
1306,15,891.95,59.46,105,19.0,1,4,4,14,9,At Risk,Win-back campaign; personalised reorders.
474,15,865.82,57.72,118,2.0,5,4,4,54,13,Champions,"Reward; early access, referrals, VIP perks."
2485,12,797.11,66.43,89,7.0,3,3,4,33,10,Need Attention,Limited-time offers on past favourites.
1961,15,1069.64,71.31,136,7.0,3,4,5,34,12,Loyal Customers,Upsell higher-value items; ask for reviews.
748,21,1226.53,58.41,147,3.0,5,5,5,55,15,Champions,"Reward; early access, referrals, VIP perks."
4660,11,780.18,70.93,82,10.0,2,2,4,22,8,Hibernating,Low-cost reactivation; otherwise let lapse.
4395,16,923.72,57.73,128,5.0,4,5,4,45,13,Loyal Customers,Upsell higher-value items; ask for reviews.
1179,6,425.53,70.92,47,3.0,5,1,1,51,7,New Customers,Onboarding support; build the second-order habit.
1847,21,1534.36,73.06,164,17.0,1,5,5,15,11,Can't Lose Them,Aggressive win-back; they were valuable.
1700,9,547.29,60.81,71,1.0,5,1,2,51,8,New Customers,Onboarding support; build the second-order habit.
4712,18,974.69,54.15,131,17.0,1,5,5,15,11,Can't Lose Them,Aggressive win-back; they were valuable.
4015,11,635.16,57.74,84,4.0,4,2,2,42,8,Potential Loyalists,Membership/loyalty offers to deepen the habit.
4490,14,616.78,44.06,122,16.0,1,4,2,14,7,At Risk,Win-back campaign; personalised reorders.
3845,11,705.14,64.1,86,4.0,4,2,3,42,9,Potential Loyalists,Membership/loyalty offers to deepen the habit.
3322,9,348.45,38.72,55,11.0,2,1,1,21,4,Hibernating,Low-cost reactivation; otherwise let lapse.
116,10,698.2,69.82,80,4.0,4,2,3,42,9,Potential Loyalists,Membership/loyalty offers to deepen the habit.
1791,10,582.29,58.23,71,11.0,2,2,2,22,6,Hibernating,Low-cost reactivation; otherwise let lapse.
4918,9,641.28,71.25,72,21.0,1,1,2,11,4,Hibernating,Low-cost reactivation; otherwise let lapse.
1810,17,1077.7,63.39,130,11.0,2,5,5,25,12,Can't Lose Them,Aggressive win-back; they were valuable.
2680,15,897.93,59.86,107,8.0,3,4,4,34,11,Loyal Customers,Upsell higher-value items; ask for reviews.
3384,11,908.03,82.55,97,9.0,3,2,4,32,9,About to Sleep,Reactivate with relevant recommendations.
2936,12,622.18,51.85,82,6.0,4,3,2,43,9,Potential Loyalists,Membership/loyalty offers to deepen the habit.
2722,10,592.19,59.22,81,17.0,1,2,2,12,5,Hibernating,Low-cost reactivation; otherwise let lapse.
1977,11,884.2,80.38,80,11.0,2,2,4,22,8,Hibernating,Low-cost reactivation; otherwise let lapse.
2979,11,624.08,56.73,92,10.0,2,2,2,22,6,Hibernating,Low-cost reactivation; otherwise let lapse.
2685,17,1099.64,64.68,136,3.0,5,5,5,55,15,Champions,"Reward; early access, referrals, VIP perks."
1856,15,761.04,50.74,96,4.0,4,4,3,44,11,Loyal Customers,Upsell higher-value items; ask for reviews.
4303,17,922.71,54.28,129,17.0,1,5,4,15,10,Can't Lose Them,Aggressive win-back; they were valuable.
2819,9,474.32,52.7,68,9.0,3,1,1,31,5,About to Sleep,Reactivate with relevant recommendations.
2314,6,312.54,52.09,46,6.0,4,1,1,41,6,Promising,Targeted offers and brand awareness.
2037,11,727.05,66.1,95,30.0,1,2,3,12,6,Hibernating,Low-cost reactivation; otherwise let lapse.
1767,16,799.91,49.99,109,12.0,2,5,4,25,11,Can't Lose Them,Aggressive win-back; they were valuable.
2390,15,937.87,62.52,113,18.0,1,4,5,14,10,At Risk,Win-back campaign; personalised reorders.
1272,12,721.07,60.09,93,5.0,4,3,3,43,10,Potential Loyalists,Membership/loyalty offers to deepen the habit.
3245,14,1013.9,72.42,110,16.0,1,4,5,14,10,At Risk,Win-back campaign; personalised reorders.
1567,12,688.22,57.35,78,1.0,5,3,3,53,11,Potential Loyalists,Membership/loyalty offers to deepen the habit.
180,8,488.41,61.05,59,14.0,2,1,1,21,4,Hibernating,Low-cost reactivation; otherwise let lapse.
4894,9,511.38,56.82,62,1.0,5,1,1,51,7,New Customers,Onboarding support; build the second-order habit.
3167,9,487.48,54.16,52,4.0,4,1,1,41,6,Promising,Targeted offers and brand awareness.
2193,7,520.43,74.35,57,2.0,5,1,1,51,7,New Customers,Onboarding support; build the second-order habit.
4675,13,824.98,63.46,102,3.0,5,4,4,54,13,Champions,"Reward; early access, referrals, VIP perks."
967,12,620.07,51.67,93,20.0,1,3,2,13,6,At Risk,Win-back campaign; personalised reorders.
4276,13,828.09,63.7,91,8.0,3,4,4,34,11,Loyal Customers,Upsell higher-value items; ask for reviews.
4746,11,621.17,56.47,83,8.0,3,2,2,32,7,About to Sleep,Reactivate with relevant recommendations.
3627,17,883.75,51.99,125,9.0,3,5,4,35,12,Loyal Customers,Upsell higher-value items; ask for reviews.
3220,20,1666.3,83.32,170,21.0,1,5,5,15,11,Can't Lose Them,Aggressive win-back; they were valuable.
263,13,531.13,40.86,87,2.0,5,4,2,54,11,Champions,"Reward; early access, referrals, VIP perks."
836,14,1038.97,74.21,103,4.0,4,4,5,44,13,Loyal Customers,Upsell higher-value items; ask for reviews.
784,9,494.27,54.92,73,2.0,5,1,1,51,7,New Customers,Onboarding support; build the second-order habit.
